Country,y,f,Total annual production (GWh),Source,Scenario,Carbon Price
SLE,2020.0,BIO,133.33333344,Biomass,Bottom-up,No
SLE,2020.0,HFO,810.2500006482001,Heavy Fuel Oil,Bottom-up,No
SLE,2020.0,HYD,229.1111112944,Hydropower,Bottom-up,No
SLE,2020.0,LFO,41.833333366800005,Light Fuel Oil,Bottom-up,No
SLE,2020.0,SOL,1.7222222236,Solar,Bottom-up,No
SLE,2021.0,BIO,126.666666768,Biomass,Bottom-up,No
SLE,2021.0,HFO,719.8888894648001,Heavy Fuel Oil,Bottom-up,No
SLE,2021.0,HYD,229.1111112944,Hydropower,Bottom-up,No
SLE,2021.0,Imports (GIN),209.8055557234,Imports (GIN),Bottom-up,No
SLE,2021.0,LFO,39.750000031800006,Light Fuel Oil,Bottom-up,No
SLE,2021.0,SOL,1.7222222236,Solar,Bottom-up,No
SLE,2022.0,BIO,120.000000096,Biomass,Bottom-up,No
SLE,2022.0,HFO,723.5555561344,Heavy Fuel Oil,Bottom-up,No
SLE,2022.0,HYD,233.2777779644,Hydropower,Bottom-up,No
SLE,2022.0,Imports (LBR),470.138889265,Imports (LBR),Bottom-up,No
SLE,2022.0,LFO,37.6666666968,Light Fuel Oil,Bottom-up,No
SLE,2022.0,SOL,38.88888892000001,Solar,Bottom-up,No
SLE,2023.0,BIO,113.333333424,Biomass,Bottom-up,No
SLE,2023.0,HFO,698.3055561141999,Heavy Fuel Oil,Bottom-up,No
SLE,2023.0,HYD,260.7777779864,Hydropower,Bottom-up,No
SLE,2023.0,Imports (GIN),315.416666919,Imports (GIN),Bottom-up,No
SLE,2023.0,Imports (LBR),10.0555555636,Imports (LBR),Bottom-up,No
SLE,2023.0,LFO,35.8611111398,Light Fuel Oil,Bottom-up,No
SLE,2023.0,SOL,38.88888892000001,Solar,Bottom-up,No
SLE,2024.0,BIO,106.666666752,Biomass,Bottom-up,No
SLE,2024.0,HFO,660.9722227510001,Heavy Fuel Oil,Bottom-up,No
SLE,2024.0,HYD,1393.6944455594,Hydropower,Bottom-up,No
SLE,2024.0,Imports (GIN),1.1944444454,Imports (GIN),Bottom-up,No
SLE,2024.0,LFO,34.6666666944,Light Fuel Oil,Bottom-up,No
SLE,2024.0,SOL,52.222222264,Solar,Bottom-up,No
SLE,2025.0,BIO,66.66666672,Biomass,Bottom-up,No
