Country,BU,BU_CT_high,High,High_CT_high,Low,Low_CT_high
AGO,154.3832731146111,117.62308233191408,217.30279810497996,112.75427796902883,160.56124019283328,108.90315159114311
BDI,138.73167225523488,23.84693001908804,313.2811679173544,18.747009604469685,98.02909874572012,41.33482935605266
BEN,991.0859704038244,138.65041588990434,784.36542129044,129.43248737431676,832.0506889096678,141.37332921043455
BFA,791.8851295961255,229.5913973473806,664.9814677117085,244.60189812320695,628.8450809894711,275.108759603156
BWA,1933.389993523404,682.4213971753107,1937.439464313886,559.0564140346972,1977.1437567283808,565.7700211941655
CAF,1587.774205920016,165.97062942604703,1477.153932317173,137.1263741993584,1435.4889117215685,194.71241234103888
CIV,708.2323679611417,152.4590092776501,664.6936689552948,156.06618914918064,592.0876827609533,178.80874068694436
CMR,444.66485373263936,112.12923917691364,444.57872012429465,111.66815795207336,446.8610017684179,172.03453983919965
COD,339.00127903404933,25.338478086323185,894.4066725124064,22.119241873250708,339.5795890072684,23.04027551982101
COG,654.8479183823439,288.2349342506349,698.1801367990721,263.37747141360603,651.8802841411766,360.2403063455684
DJI,393.5197843344768,381.0464479018644,461.7477197969295,332.3884375022388,390.0890166280335,363.5513617364382
DZA,629.2047235892898,605.7147156406663,629.2047235892898,605.7147156406663,648.7520235176821,625.0901031995351
EGY,699.5586729359837,469.56019599004304,700.3752937274728,467.4950849388439,698.8827283759367,471.1005816727594
ERI,577.3695566379401,523.1664206575507,613.6552307931679,571.521086600132,788.3632158601927,751.7295608804851
ETH,6.21881679706957,6.226847353236448,30.12939739917529,6.344333299228183,6.22641552859164,6.022462617667517
GAB,511.6055879070445,264.5895227995295,486.48970283315066,239.1376432743948,501.2468213503431,252.7025812404567
GHA,914.863958705027,219.60756701731384,873.0981340862045,226.5908927555659,725.0795994608148,267.9603822381413
GIN,337.4723662068905,79.92758324869394,330.3200418110056,85.31801619397511,341.4208517278725,124.52184714744864
GMB,705.5258577928936,122.00415165114732,907.5548697998144,101.07567273011476,1069.7302552223828,124.99980761509408
GNB,368.3204764565306,240.56582919615389,491.6038776480461,222.73789856139211,605.367555945385,474.2567908229036
GNQ,218.6822714983068,128.8767273898842,215.68432364619144,126.0520769732021,290.849517158208,244.78888006915932
KEN,226.78820540301095,44.12340810909443,322.8315898620413,43.60464154852225,187.10316496829523,53.33110686380199
LBR,922.624523060702,134.36337814761012,858.8331598353395,125.71520594913171,1081.199996434058,137.64883828099642
LBY,954.8734713613104,696.5381859905485,953.4107412732998,697.2004029057691,952.9998439911774,714.0057178010162
LSO,1130.8187189902694,106.6647202071863,1032.5190218723792,128.92448324500657,1256.5864053478945,87.77309425886361
MAR,984.929144283138,459.9526080076481,987.962196195438,455.06293630921857,1007.9166014289,462.95048449627046
MLI,482.5705593572771,182.319325492817,475.5160615892723,179.6850763726411,504.07576751117415,201.90836465679155
MOZ,750.8488906795069,101.3037144420924,1017.3395472116908,95.59809802123178,724.6122964756837,102.20672029657678
MRT,787.2152062046487,358.34404259473433,785.840950969217,342.51953364645624,804.9779868726292,391.4340640762458
MWI,440.3100284143226,44.32129616295191,673.1823373012523,48.22830368090406,412.040076187439,43.79441810980207
NAM,1175.6533578870751,131.73115494079622,1079.6298453141765,133.30635705524148,1149.8082096186802,136.89174977950594
NER,1147.522742451736,157.30146081435123,776.0489279640994,138.4818626306146,970.0492506116028,163.31909902784187
NGA,1167.9127745113562,303.97298595882955,1079.2740753567014,185.36588516484375,1098.5472471051835,220.03134896182195
RWA,322.90507151700507,34.84088822265331,343.4312510118272,81.95333666998602,172.72577801816968,51.22118168471625
SDN,682.0862045902292,127.41191301848222,682.7111234994983,125.72902437642205,681.4885910388291,129.8694085853574
SEN,1021.9268651822124,323.9857908867172,1051.2957581362268,310.553831566637,957.7817708734776,365.5845591653038
SLE,435.097310175364,131.47497395119086,463.46853764038286,116.61930352587454,770.4258471581766,161.22899804680577
SOM,401.0525311153512,69.68634060648067,401.0525311153512,69.68638177732092,526.0284809032787,156.9059930603955
SSD,480.8738626542818,283.6964050450584,459.6025071773482,276.1465990013152,490.393634299044,287.2440670932334
SWZ,2126.146246362241,88.98560424766173,2127.275521214294,88.82865282780851,2035.04086538832,89.48877336436122
TCD,67.13230987902232,47.4240247780714,64.67184553733388,46.21018739821588,111.0190794070704,161.14023629678863
TGO,1410.7442673833082,111.81827170903578,1483.4598386417033,101.16036103302945,1135.1908070845686,99.502935905086
TUN,820.9779644199327,438.7723307572653,820.9779644199327,438.7723307572653,818.5477117919637,463.4156414199092
TZA,699.692573566717,115.03186023620964,948.2383152469588,132.00651265624995,394.3279629103986,141.31185402982445
UGA,140.94476044103283,36.71487656039261,275.92033668979343,115.3720613363939,115.16826864778754,38.423344720824616
ZAF,2096.1241813150705,569.5528977013654,2104.1004852224182,552.0783910114444,2092.2867945330854,593.1779040717648
ZMB,785.1418695074192,49.44796502031737,927.023781946528,52.43104050597864,608.0614751269801,57.52378669300374
ZWE,1678.0439212312672,254.2781802557709,1759.532967167578,246.6957814300506,1589.9708716847515,262.8467951572313
