Country,NewCapacity,CapitalInvestment,AvgCapacityCost
AGO,3.8180485627970526,10214.15372070144,2675.2288643543825
BDI,0.2428398306764524,784.8700491536448,3232.04824746961
BEN,1.0790972392446148,2990.1480993327377,2770.971874069374
BFA,0.7757883967392102,2351.3686717486758,3030.940758629462
BWA,1.4877889899456531,2174.8438960324174,1461.7959339192728
CAF,0.2059089234341068,528.6585893504126,2567.4389459842396
CIV,6.012879107853165,16041.981561428447,2667.936819231356
CMR,2.3189659210987617,6323.746110695074,2726.968108137952
COD,2.270542524266588,6409.569479162805,2822.9242177409433
COG,1.1072548363111632,3103.6129007690784,2802.9797649011075
DJI,0.0547036357906621,160.1572200573246,2927.7253283531
DZA,20.052975817451195,40934.7501357235,2041.3304493241271
EGY,61.10000875,140957.86343124742,2307.002344434974
ERI,0.31719670364663133,1001.4793706629887,3157.2817723183944
ETH,9.200000000000001,27568.200016512,2996.543480055652
GAB,1.199733995057027,3149.411851465052,2625.0917823791024
GHA,9.835652390399277,25427.160078574296,2585.2032045575456
GIN,2.9343142119518255,8332.934484116911,2839.8235097576926
GMB,0.7109996481358173,2029.039328255603,2853.7838711672753
GNB,0.1656582027363257,484.57998771766205,2925.1795547302704
GNQ,1.405522702689198,2169.402020191973,1543.4841543585446
KEN,7.265675340582761,21072.43867523362,2900.2725400531667
LBR,1.2004390704157457,3383.6030518435864,2818.637892776807
LBY,11.281584542771736,22764.775590356076,2017.87040677205
LSO,1.9820626011935545,3488.6811583699787,1760.126625803429
MAR,23.032655217580253,45023.00762786001,1954.7467368631937
MLI,3.5538768915961896,7928.1809899584805,2230.8541437398003
MOZ,10.52510222622195,28669.729600900573,2723.9383508764026
MRT,1.0365085968062258,2729.5266817814654,2633.385473301335
MWI,2.3047637450486174,5256.550285796266,2280.7328070345807
NAM,5.940413144611844,11393.559663955286,1917.9742867362063
NER,1.3490356176517275,3118.6508903633257,2311.7631955425873
NGA,12.78964028439664,32894.04927288184,2571.9291974937387
RWA,0.5013150868193635,1663.7849474376283,3318.840767377767
SDN,20.757801178982838,51785.02558177116,2494.725965204986
SEN,1.560821840888937,4072.009884397246,2608.888329034471
SLE,1.391571084717899,3850.7249973713706,2767.178076391257
SOM,2.2766187229500243,5117.79686368879,2247.981540385994
SSD,0.1721618892356195,471.5532230139527,2739.010504052894
SWZ,5.331228335630984,12598.334051022406,2363.1203276029473
TCD,3.0843538484657316,4746.196068444359,1538.7975250651891
TGO,2.0368225153704245,3842.190770050262,1886.3650323265924
TUN,13.992716661028632,27860.12366454382,1991.044651260434
TZA,8.634154790983654,21300.20440693804,2466.970412573689
UGA,0.8352035290745649,2411.1518923234153,2886.9033814967916
ZAF,56.64902089560541,143995.06206743701,2541.8808620328255
ZMB,6.221276043105053,16315.958885396301,2622.6064833562614
ZWE,1.7200000000000002,4505.93943552,2619.732229953488
