r,t,e,y,AnnualTechnologyEmission
REGION,CAFHYDSSP00X,CAFCO2,2020.0,0.0
REGION,CAFHYDSSP00X,CAFCO2,2021.0,0.0
REGION,CAFHYDSSP00X,CAFCO2,2022.0,0.0
REGION,CAFHYDSSP00X,CAFCO2,2023.0,0.0
REGION,CAFHYDSSP00X,CAFCO2,2024.0,0.0
REGION,CAFHYDSSP00X,CAFCO2,2025.0,0.0
REGION,CAFHYDSSP00X,CAFCO2,2026.0,0.0
REGION,CAFHYDSSP00X,CAFCO2,2027.0,0.0
REGION,CAFHYDSSP00X,CAFCO2,2028.0,0.0
REGION,CAFHYDSSP00X,CAFCO2,2029.0,0.0
REGION,CAFHYDSSP00X,CAFCO2,2030.0,0.0
REGION,CAFHYDSSP00X,CAFCO2,2031.0,0.0
REGION,CAFHYDSSP00X,CAFCO2,2032.0,0.0
REGION,CAFHYDSSP00X,CAFCO2,2033.0,0.0
REGION,CAFHYDSSP00X,CAFCO2,2034.0,0.0
REGION,CAFHYDSSP00X,CAFCO2,2035.0,0.0
REGION,CAFHYDSSP00X,CAFCO2,2036.0,0.0
REGION,CAFHYDSSP00X,CAFCO2,2037.0,0.0
REGION,CAFHYDSSP00X,CAFCO2,2038.0,0.0
REGION,CAFHYDSSP00X,CAFCO2,2039.0,0.0
REGION,CAFHYDSSP00X,CAFCO2,2040.0,0.0
REGION,CAFLFOMGRID1,CAFCO2,2040.0,0.0
REGION,CAFLFORCP00X,CAFCO2,2015.0,0.0663
REGION,CAFLFORCP00X,CAFCO2,2016.0,0.0667
REGION,CAFLFORCP00X,CAFCO2,2017.0,0.0473
REGION,CAFLFORCP00X,CAFCO2,2018.0,0.0477
REGION,CAFLFORCP00X,CAFCO2,2019.0,0.0526
REGION,CAFLFORCP00X,CAFCO2,2020.0,0.054
REGION,CAFLFORCP00X,CAFCO2,2021.0,0.002
REGION,CAFLFORCP00X,CAFCO2,2022.0,0.0186
REGION,CAFLFORCP00X,CAFCO2,2023.0,0.0001
REGION,CAFLFORCP00X,CAFCO2,2024.0,0.0006
REGION,CAFLFORCP00X,CAFCO2,2025.0,0.0001
REGION,CAFLFORCP00X,CAFCO2,2040.0,0.0
REGION,CAFLFORCP01N,CAFCO2,2038.0,0.0002
REGION,CAFLFORCP01N,CAFCO2,2039.0,0.0002
REGION,CAFLFORCP01N,CAFCO2,2040.0,0.0002
REGION,CAFLFORCP01O,CAFCO2,2015.0,0.0324
REGION,CAFLFORCP01O,CAFCO2,2016.0,0.0324
REGION,CAFLFORCP01O,CAFCO2,2017.0,0.0324
REGION,CAFLFORCP01O,CAFCO2,2018.0,0.0324
REGION,CAFLFORCP01O,CAFCO2,2019.0,0.0324
REGION,CAFLFORCP01O,CAFCO2,2020.0,0.0324
REGION,CAFLFORCP01O,CAFCO2,2021.0,0.0128
REGION,CAFLFORCP01O,CAFCO2,2022.0,0.0291
REGION,CAFLFORCP01O,CAFCO2,2023.0,0.0055
REGION,CAFLFORCP01O,CAFCO2,2024.0,0.0052
REGION,CAFLFORCP01O,CAFCO2,2025.0,0.0049
REGION,CAFLFORCP01O,CAFCO2,2026.0,0.0045
REGION,CAFLFORCP01O,CAFCO2,2027.0,0.0042
REGION,CAFLFORCP01O,CAFCO2,2028.0,0.0039
REGION,CAFLFORCP01O,CAFCO2,2029.0,0.0036
REGION,CAFLFORCP01O,CAFCO2,2030.0,0.0032
REGION,CAFLFORCP01O,CAFCO2,2031.0,0.0029
REGION,CAFLFORCP01O,CAFCO2,2032.0,0.0026
REGION,CAFLFORCP01O,CAFCO2,2033.0,0.0023
REGION,CAFLFORCP01O,CAFCO2,2034.0,0.0019
REGION,CAFLFORCP01O,CAFCO2,2035.0,0.0016
REGION,CAFLFORCP01O,CAFCO2,2036.0,0.0013
REGION,CAFLFORCP01O,CAFCO2,2037.0,0.001
REGION,CAFLFORCP01O,CAFCO2,2038.0,0.0006
REGION,CAFLFORCP01O,CAFCO2,2039.0,0.0003
REGION,CAFLFORCP01O,CAFCO2,2040.0,0.0
REGION,CAFLFOSALON1,CAFCO2,2040.0,0.0
REGION,CAFNGACCC01N,CAFCO2,2040.0,0.0
REGION,CAFNGACCP01N,CAFCO2,2040.0,0.0
REGION,CAFNGACCP01O,CAFCO2,2040.0,0.0
REGION,CAFNGAGCP01N,CAFCO2,2040.0,0.0
REGION,CAFNGAGCP01O,CAFCO2,2040.0,0.0
REGION,CAFSOLCNP01X,CAFCO2,2040.0,0.0
REGION,CAFSOLCSP01X,CAFCO2,2040.0,0.0
REGION,CAFSOLMGRID1,CAFCO2,2040.0,0.0
REGION,CAFSOLPRP00X,CAFCO2,2026.0,0.0
REGION,CAFSOLPRP00X,CAFCO2,2027.0,0.0
REGION,CAFSOLPRP00X,CAFCO2,2028.0,0.0
REGION,CAFSOLPRP00X,CAFCO2,2029.0,0.0
REGION,CAFSOLPRP00X,CAFCO2,2030.0,0.0
REGION,CAFSOLPRP00X,CAFCO2,2031.0,0.0
REGION,CAFSOLPRP00X,CAFCO2,2032.0,0.0
REGION,CAFSOLPRP00X,CAFCO2,2033.0,0.0
REGION,CAFSOLPRP00X,CAFCO2,2034.0,0.0
REGION,CAFSOLPRP00X,CAFCO2,2035.0,0.0
REGION,CAFSOLPRP00X,CAFCO2,2036.0,0.0
REGION,CAFSOLPRP00X,CAFCO2,2037.0,0.0
REGION,CAFSOLPRP00X,CAFCO2,2038.0,0.0
REGION,CAFSOLPRP00X,CAFCO2,2039.0,0.0
REGION,CAFSOLPRP00X,CAFCO2,2040.0,0.0
REGION,CAFSOLPRSAL1,CAFCO2,2040.0,0.0
REGION,CAFSOLPRSAL2,CAFCO2,2040.0,0.0
REGION,CAFSOLPRSAL3,CAFCO2,2040.0,0.0
REGION,CAFSOLPRSAL4,CAFCO2,2040.0,0.0
REGION,CAFSOLPRSAL5,CAFCO2,2040.0,0.0
REGION,CAFSOLPSP00X,CAFCO2,2040.0,0.0
REGION,CAFSOLPUP00X,CAFCO2,2029.0,0.0
REGION,CAFSOLPUP00X,CAFCO2,2030.0,0.0
REGION,CAFSOLPUP00X,CAFCO2,2031.0,0.0
REGION,CAFSOLPUP00X,CAFCO2,2032.0,0.0
REGION,CAFSOLPUP00X,CAFCO2,2033.0,0.0
REGION,CAFSOLPUP00X,CAFCO2,2034.0,0.0
REGION,CAFSOLPUP00X,CAFCO2,2035.0,0.0
REGION,CAFSOLPUP00X,CAFCO2,2036.0,0.0
REGION,CAFSOLPUP00X,CAFCO2,2037.0,0.0
REGION,CAFSOLPUP00X,CAFCO2,2038.0,0.0
REGION,CAFSOLPUP00X,CAFCO2,2039.0,0.0
REGION,CAFSOLPUP00X,CAFCO2,2040.0,0.0
REGION,CAFURNPWP01N,CAFCO2,2040.0,0.0
REGION,CAFURNPWP01O,CAFCO2,2040.0,0.0
REGION,CAFWINOFP00X,CAFCO2,2040.0,0.0
REGION,CAFWINONP00X,CAFCO2,2040.0,0.0
REGION,CIVBIOCHC01N,CIVCO2,2040.0,0.0
REGION,CIVBIOCHC01N,CIVREN,2040.0,0.0
REGION,CIVBIOCHP01N,CIVCO2,2021.0,0.3958
REGION,CIVBIOCHP01N,CIVCO2,2022.0,0.3958
REGION,CIVBIOCHP01N,CIVCO2,2023.0,0.3958
REGION,CIVBIOCHP01N,CIVCO2,2024.0,0.3958
REGION,CIVBIOCHP01N,CIVCO2,2025.0,0.3958
REGION,CIVBIOCHP01N,CIVCO2,2026.0,0.3958
REGION,CIVBIOCHP01N,CIVCO2,2027.0,0.4493
REGION,CIVBIOCHP01N,CIVCO2,2028.0,0.4988
REGION,CIVBIOCHP01N,CIVCO2,2029.0,0.5237
REGION,CIVBIOCHP01N,CIVCO2,2030.0,0.5237
REGION,CIVBIOCHP01N,CIVCO2,2031.0,0.5291
REGION,CIVBIOCHP01N,CIVCO2,2032.0,0.5905
REGION,CIVBIOCHP01N,CIVCO2,2033.0,0.6103
REGION,CIVBIOCHP01N,CIVCO2,2034.0,0.6661
REGION,CIVBIOCHP01N,CIVCO2,2035.0,0.7641
REGION,CIVBIOCHP01N,CIVCO2,2036.0,0.8686
REGION,CIVBIOCHP01N,CIVCO2,2037.0,0.963
REGION,CIVBIOCHP01N,CIVCO2,2038.0,1.0563
REGION,CIVBIOCHP01N,CIVCO2,2039.0,1.1195
REGION,CIVBIOCHP01N,CIVCO2,2040.0,1.2029
REGION,CIVBIOCHP01N,CIVREN,2021.0,-2811.2375
REGION,CIVBIOCHP01N,CIVREN,2022.0,-1382.7631
REGION,CIVBIOCHP01N,CIVREN,2023.0,-906.605
REGION,CIVBIOCHP01N,CIVREN,2024.0,-668.526
REGION,CIVBIOCHP01N,CIVREN,2025.0,-525.6785
REGION,CIVBIOCHP01N,CIVREN,2026.0,-430.4469
REGION,CIVBIOCHP01N,CIVREN,2027.0,-411.4619
REGION,CIVBIOCHP01N,CIVREN,2028.0,-392.4881
REGION,CIVBIOCHP01N,CIVREN,2029.0,-359.5302
REGION,CIVBIOCHP01N,CIVREN,2030.0,-317.529
REGION,CIVBIOCHP01N,CIVREN,2031.0,-320.8033
REGION,CIVBIOCHP01N,CIVREN,2032.0,-358.0662
REGION,CIVBIOCHP01N,CIVREN,2033.0,-370.0689
REGION,CIVBIOCHP01N,CIVREN,2034.0,-403.8854
REGION,CIVBIOCHP01N,CIVREN,2035.0,-463.3262
REGION,CIVBIOCHP01N,CIVREN,2036.0,-526.6593
REGION,CIVBIOCHP01N,CIVREN,2037.0,-583.8922
REGION,CIVBIOCHP01N,CIVREN,2038.0,-640.4598
REGION,CIVBIOCHP01N,CIVREN,2039.0,-678.789
REGION,CIVBIOCHP01N,CIVREN,2040.0,-729.3937
REGION,CIVBIOCHP01O,CIVCO2,2040.0,0.0
REGION,CIVBIOCHP01O,CIVREN,2040.0,0.0
REGION,CIVCOASCC01N,CIVCO2,2040.0,0.0
REGION,CIVCOASCC01N,CIVREN,2040.0,0.0
REGION,CIVCOASCP01N,CIVCO2,2040.0,0.0
REGION,CIVCOASCP01N,CIVREN,2040.0,0.0
REGION,CIVCOASCP01O,CIVCO2,2040.0,0.0
REGION,CIVCOASCP01O,CIVREN,2040.0,0.0
REGION,CIVHFOGCP01N,CIVCO2,2040.0,0.0
REGION,CIVHFOGCP01N,CIVREN,2040.0,0.0
REGION,CIVHFOGCP01O,CIVCO2,2015.0,0.0457
REGION,CIVHFOGCP01O,CIVCO2,2016.0,0.0457
REGION,CIVHFOGCP01O,CIVCO2,2017.0,0.0457
REGION,CIVHFOGCP01O,CIVCO2,2018.0,0.0457
REGION,CIVHFOGCP01O,CIVCO2,2019.0,0.0457
REGION,CIVHFOGCP01O,CIVCO2,2020.0,0.0457
REGION,CIVHFOGCP01O,CIVCO2,2021.0,0.0087
REGION,CIVHFOGCP01O,CIVCO2,2022.0,0.0082
REGION,CIVHFOGCP01O,CIVCO2,2023.0,0.0078
REGION,CIVHFOGCP01O,CIVCO2,2024.0,0.0073
REGION,CIVHFOGCP01O,CIVCO2,2025.0,0.0069
REGION,CIVHFOGCP01O,CIVCO2,2026.0,0.0064
REGION,CIVHFOGCP01O,CIVCO2,2027.0,0.0059
REGION,CIVHFOGCP01O,CIVCO2,2028.0,0.0055
REGION,CIVHFOGCP01O,CIVCO2,2029.0,0.005
REGION,CIVHFOGCP01O,CIVCO2,2030.0,0.0046
REGION,CIVHFOGCP01O,CIVCO2,2031.0,0.0041
REGION,CIVHFOGCP01O,CIVCO2,2032.0,0.0037
REGION,CIVHFOGCP01O,CIVCO2,2033.0,0.0032
REGION,CIVHFOGCP01O,CIVCO2,2034.0,0.0027
REGION,CIVHFOGCP01O,CIVCO2,2035.0,0.0023
REGION,CIVHFOGCP01O,CIVCO2,2036.0,0.0018
REGION,CIVHFOGCP01O,CIVCO2,2037.0,0.0014
REGION,CIVHFOGCP01O,CIVCO2,2038.0,0.0009
REGION,CIVHFOGCP01O,CIVCO2,2039.0,0.0005
REGION,CIVHFOGCP01O,CIVCO2,2040.0,0.0
REGION,CIVHFOGCP01O,CIVREN,2015.0,0.0
REGION,CIVHFOGCP01O,CIVREN,2016.0,0.0
REGION,CIVHFOGCP01O,CIVREN,2017.0,0.0
REGION,CIVHFOGCP01O,CIVREN,2018.0,0.0
REGION,CIVHFOGCP01O,CIVREN,2019.0,0.0
REGION,CIVHFOGCP01O,CIVREN,2020.0,0.0
REGION,CIVHFOGCP01O,CIVREN,2021.0,0.0462
REGION,CIVHFOGCP01O,CIVREN,2022.0,0.0438
REGION,CIVHFOGCP01O,CIVREN,2023.0,0.0413
REGION,CIVHFOGCP01O,CIVREN,2024.0,0.0389
REGION,CIVHFOGCP01O,CIVREN,2025.0,0.0365
REGION,CIVHFOGCP01O,CIVREN,2026.0,0.034
REGION,CIVHFOGCP01O,CIVREN,2027.0,0.0316
REGION,CIVHFOGCP01O,CIVREN,2028.0,0.0292
REGION,CIVHFOGCP01O,CIVREN,2029.0,0.0267
REGION,CIVHFOGCP01O,CIVREN,2030.0,0.0243
REGION,CIVHFOGCP01O,CIVREN,2031.0,0.0219
REGION,CIVHFOGCP01O,CIVREN,2032.0,0.0194
REGION,CIVHFOGCP01O,CIVREN,2033.0,0.017
REGION,CIVHFOGCP01O,CIVREN,2034.0,0.0146
REGION,CIVHFOGCP01O,CIVREN,2035.0,0.0122
REGION,CIVHFOGCP01O,CIVREN,2036.0,0.0097
REGION,CIVHFOGCP01O,CIVREN,2037.0,0.0073
REGION,CIVHFOGCP01O,CIVREN,2038.0,0.0049
REGION,CIVHFOGCP01O,CIVREN,2039.0,0.0024
REGION,CIVHFOGCP01O,CIVREN,2040.0,0.0
REGION,CIVHYDLSP00X,CIVCO2,2015.0,0.0026
REGION,CIVHYDLSP00X,CIVCO2,2016.0,0.0026
REGION,CIVHYDLSP00X,CIVCO2,2017.0,0.0026
REGION,CIVHYDLSP00X,CIVCO2,2018.0,0.0026
REGION,CIVHYDLSP00X,CIVCO2,2019.0,0.0026
REGION,CIVHYDLSP00X,CIVCO2,2020.0,0.0026
REGION,CIVHYDLSP00X,CIVCO2,2021.0,0.0026
REGION,CIVHYDLSP00X,CIVCO2,2022.0,0.0026
REGION,CIVHYDLSP00X,CIVCO2,2023.0,0.0074
REGION,CIVHYDLSP00X,CIVCO2,2024.0,0.0074
REGION,CIVHYDLSP00X,CIVCO2,2025.0,0.0074
REGION,CIVHYDLSP00X,CIVCO2,2026.0,0.0074
REGION,CIVHYDLSP00X,CIVCO2,2027.0,0.0074
REGION,CIVHYDLSP00X,CIVCO2,2028.0,0.0074
REGION,CIVHYDLSP00X,CIVCO2,2029.0,0.0074
REGION,CIVHYDLSP00X,CIVCO2,2030.0,0.0074
REGION,CIVHYDLSP00X,CIVCO2,2031.0,0.0074
REGION,CIVHYDLSP00X,CIVCO2,2032.0,0.0074
REGION,CIVHYDLSP00X,CIVCO2,2033.0,0.0074
REGION,CIVHYDLSP00X,CIVCO2,2034.0,0.0074
REGION,CIVHYDLSP00X,CIVCO2,2035.0,0.0074
REGION,CIVHYDLSP00X,CIVCO2,2036.0,0.0074
REGION,CIVHYDLSP00X,CIVCO2,2037.0,0.0074
REGION,CIVHYDLSP00X,CIVCO2,2038.0,0.0074
REGION,CIVHYDLSP00X,CIVCO2,2039.0,0.0074
REGION,CIVHYDLSP00X,CIVCO2,2040.0,0.0074
REGION,CIVHYDMSP00X,CIVCO2,2015.0,0.0002
REGION,CIVHYDMSP00X,CIVCO2,2016.0,0.0002
REGION,CIVHYDMSP00X,CIVCO2,2017.0,0.0002
REGION,CIVHYDMSP00X,CIVCO2,2018.0,0.0002
REGION,CIVHYDMSP00X,CIVCO2,2019.0,0.0002
REGION,CIVHYDMSP00X,CIVCO2,2020.0,0.0002
REGION,CIVHYDMSP00X,CIVCO2,2021.0,0.0002
REGION,CIVHYDMSP00X,CIVCO2,2022.0,0.0002
REGION,CIVHYDMSP00X,CIVCO2,2023.0,0.002
REGION,CIVHYDMSP00X,CIVCO2,2024.0,0.002
REGION,CIVHYDMSP00X,CIVCO2,2025.0,0.002
REGION,CIVHYDMSP00X,CIVCO2,2026.0,0.002
REGION,CIVHYDMSP00X,CIVCO2,2027.0,0.002
REGION,CIVHYDMSP00X,CIVCO2,2028.0,0.002
REGION,CIVHYDMSP00X,CIVCO2,2029.0,0.002
REGION,CIVHYDMSP00X,CIVCO2,2030.0,0.002
REGION,CIVHYDMSP00X,CIVCO2,2031.0,0.002
REGION,CIVHYDMSP00X,CIVCO2,2032.0,0.002
REGION,CIVHYDMSP00X,CIVCO2,2033.0,0.002
REGION,CIVHYDMSP00X,CIVCO2,2034.0,0.002
REGION,CIVHYDMSP00X,CIVCO2,2035.0,0.002
REGION,CIVHYDMSP00X,CIVCO2,2036.0,0.002
REGION,CIVHYDMSP00X,CIVCO2,2037.0,0.002
REGION,CIVHYDMSP00X,CIVCO2,2038.0,0.002
REGION,CIVHYDMSP00X,CIVCO2,2039.0,0.002
REGION,CIVHYDMSP00X,CIVCO2,2040.0,0.002
REGION,CIVHYDMSP00X,CIVREN,2015.0,0.0
REGION,CIVHYDMSP00X,CIVREN,2016.0,0.0
REGION,CIVHYDMSP00X,CIVREN,2017.0,0.0
REGION,CIVHYDMSP00X,CIVREN,2018.0,0.0
REGION,CIVHYDMSP00X,CIVREN,2019.0,0.0
REGION,CIVHYDMSP00X,CIVREN,2020.0,0.0
REGION,CIVHYDMSP00X,CIVREN,2021.0,-45.6938
REGION,CIVHYDMSP00X,CIVREN,2022.0,-22.4754
REGION,CIVHYDMSP00X,CIVREN,2023.0,-118.8382
REGION,CIVHYDMSP00X,CIVREN,2024.0,-87.6307
REGION,CIVHYDMSP00X,CIVREN,2025.0,-68.9062
REGION,CIVHYDMSP00X,CIVREN,2026.0,-56.4232
REGION,CIVHYDMSP00X,CIVREN,2027.0,-47.5067
REGION,CIVHYDMSP00X,CIVREN,2028.0,-40.8194
REGION,CIVHYDMSP00X,CIVREN,2029.0,-35.6182
REGION,CIVHYDMSP00X,CIVREN,2030.0,-31.4572
REGION,CIVHYDMSP00X,CIVREN,2031.0,-31.4572
REGION,CIVHYDMSP00X,CIVREN,2032.0,-31.4572
REGION,CIVHYDMSP00X,CIVREN,2033.0,-31.4572
REGION,CIVHYDMSP00X,CIVREN,2034.0,-31.4572
REGION,CIVHYDMSP00X,CIVREN,2035.0,-31.4572
REGION,CIVHYDMSP00X,CIVREN,2036.0,-31.4572
REGION,CIVHYDMSP00X,CIVREN,2037.0,-31.4572
REGION,CIVHYDMSP00X,CIVREN,2038.0,-31.4572
REGION,CIVHYDMSP00X,CIVREN,2039.0,-31.4572
REGION,CIVHYDMSP00X,CIVREN,2040.0,-31.4572
REGION,CIVHYDSSP00X,CIVCO2,2015.0,0.0
REGION,CIVHYDSSP00X,CIVCO2,2016.0,0.0
REGION,CIVHYDSSP00X,CIVCO2,2017.0,0.0
REGION,CIVHYDSSP00X,CIVCO2,2018.0,0.0
REGION,CIVHYDSSP00X,CIVCO2,2019.0,0.0
REGION,CIVHYDSSP00X,CIVCO2,2020.0,0.0
REGION,CIVHYDSSP00X,CIVCO2,2021.0,0.0
REGION,CIVHYDSSP00X,CIVCO2,2022.0,0.0
REGION,CIVHYDSSP00X,CIVCO2,2023.0,0.0
REGION,CIVHYDSSP00X,CIVCO2,2024.0,0.0
REGION,CIVHYDSSP00X,CIVCO2,2025.0,0.0
REGION,CIVHYDSSP00X,CIVCO2,2026.0,0.0
REGION,CIVHYDSSP00X,CIVCO2,2027.0,0.0
REGION,CIVHYDSSP00X,CIVCO2,2028.0,0.0
REGION,CIVHYDSSP00X,CIVCO2,2029.0,0.0
REGION,CIVHYDSSP00X,CIVCO2,2030.0,0.0
REGION,CIVHYDSSP00X,CIVCO2,2031.0,0.0
REGION,CIVHYDSSP00X,CIVCO2,2032.0,0.0
REGION,CIVHYDSSP00X,CIVCO2,2033.0,0.0
REGION,CIVHYDSSP00X,CIVCO2,2034.0,0.0
REGION,CIVHYDSSP00X,CIVCO2,2035.0,0.0
REGION,CIVHYDSSP00X,CIVCO2,2036.0,0.0
REGION,CIVHYDSSP00X,CIVCO2,2037.0,0.0
REGION,CIVHYDSSP00X,CIVCO2,2038.0,0.0
REGION,CIVHYDSSP00X,CIVCO2,2039.0,0.0
REGION,CIVHYDSSP00X,CIVCO2,2040.0,0.0
REGION,CIVHYDSSP00X,CIVREN,2015.0,0.0
REGION,CIVHYDSSP00X,CIVREN,2016.0,0.0
REGION,CIVHYDSSP00X,CIVREN,2017.0,0.0
REGION,CIVHYDSSP00X,CIVREN,2018.0,0.0
REGION,CIVHYDSSP00X,CIVREN,2019.0,0.0
REGION,CIVHYDSSP00X,CIVREN,2020.0,0.0
REGION,CIVHYDSSP00X,CIVREN,2021.0,-2.3031
REGION,CIVHYDSSP00X,CIVREN,2022.0,-1.1328
REGION,CIVHYDSSP00X,CIVREN,2023.0,-0.7427
REGION,CIVHYDSSP00X,CIVREN,2024.0,-0.5477
REGION,CIVHYDSSP00X,CIVREN,2025.0,-0.4307
REGION,CIVHYDSSP00X,CIVREN,2026.0,-0.3526
REGION,CIVHYDSSP00X,CIVREN,2027.0,-0.2969
REGION,CIVHYDSSP00X,CIVREN,2028.0,-0.2551
REGION,CIVHYDSSP00X,CIVREN,2029.0,-0.2226
REGION,CIVHYDSSP00X,CIVREN,2030.0,-0.1966
REGION,CIVHYDSSP00X,CIVREN,2031.0,-0.1966
REGION,CIVHYDSSP00X,CIVREN,2032.0,-0.1966
REGION,CIVHYDSSP00X,CIVREN,2033.0,-0.1966
REGION,CIVHYDSSP00X,CIVREN,2034.0,-0.1966
REGION,CIVHYDSSP00X,CIVREN,2035.0,-0.1966
REGION,CIVHYDSSP00X,CIVREN,2036.0,-0.1966
REGION,CIVHYDSSP00X,CIVREN,2037.0,-0.1966
REGION,CIVHYDSSP00X,CIVREN,2038.0,-0.1966
REGION,CIVHYDSSP00X,CIVREN,2039.0,-0.1966
REGION,CIVHYDSSP00X,CIVREN,2040.0,-0.1966
REGION,CIVLFOMGRID1,CIVCO2,2040.0,0.0
REGION,CIVLFORCP00X,CIVCO2,2016.0,0.0462
REGION,CIVLFORCP00X,CIVCO2,2017.0,0.0241
REGION,CIVLFORCP00X,CIVCO2,2018.0,0.0443
REGION,CIVLFORCP00X,CIVCO2,2019.0,0.0414
REGION,CIVLFORCP00X,CIVCO2,2020.0,0.041
REGION,CIVLFORCP00X,CIVCO2,2021.0,0.0398
REGION,CIVLFORCP00X,CIVCO2,2022.0,0.0392
REGION,CIVLFORCP00X,CIVCO2,2023.0,0.0114
REGION,CIVLFORCP00X,CIVCO2,2024.0,0.012
REGION,CIVLFORCP00X,CIVCO2,2025.0,0.0125
REGION,CIVLFORCP00X,CIVCO2,2040.0,0.0
REGION,CIVLFORCP00X,CIVREN,2016.0,0.0
REGION,CIVLFORCP00X,CIVREN,2017.0,0.0
REGION,CIVLFORCP00X,CIVREN,2018.0,0.0
REGION,CIVLFORCP00X,CIVREN,2019.0,0.0
REGION,CIVLFORCP00X,CIVREN,2020.0,0.0
REGION,CIVLFORCP00X,CIVREN,2021.0,0.2036
REGION,CIVLFORCP00X,CIVREN,2022.0,0.2006
REGION,CIVLFORCP00X,CIVREN,2023.0,0.0585
REGION,CIVLFORCP00X,CIVREN,2024.0,0.0613
REGION,CIVLFORCP00X,CIVREN,2025.0,0.064
REGION,CIVLFORCP00X,CIVREN,2040.0,0.0
REGION,CIVLFORCP01N,CIVCO2,2040.0,0.0
REGION,CIVLFORCP01N,CIVREN,2040.0,0.0
REGION,CIVLFORCP01O,CIVCO2,2015.0,0.1749
REGION,CIVLFORCP01O,CIVCO2,2016.0,0.1749
REGION,CIVLFORCP01O,CIVCO2,2017.0,0.1749
REGION,CIVLFORCP01O,CIVCO2,2018.0,0.1749
REGION,CIVLFORCP01O,CIVCO2,2019.0,0.1749
REGION,CIVLFORCP01O,CIVCO2,2020.0,0.1749
REGION,CIVLFORCP01O,CIVCO2,2021.0,0.1661
REGION,CIVLFORCP01O,CIVCO2,2022.0,0.1574
REGION,CIVLFORCP01O,CIVCO2,2023.0,0.1486
REGION,CIVLFORCP01O,CIVCO2,2024.0,0.1399
REGION,CIVLFORCP01O,CIVCO2,2025.0,0.1312
REGION,CIVLFORCP01O,CIVCO2,2026.0,0.1224
REGION,CIVLFORCP01O,CIVCO2,2027.0,0.1137
REGION,CIVLFORCP01O,CIVCO2,2028.0,0.1049
REGION,CIVLFORCP01O,CIVCO2,2029.0,0.0962
REGION,CIVLFORCP01O,CIVCO2,2030.0,0.0874
REGION,CIVLFORCP01O,CIVCO2,2031.0,0.0787
REGION,CIVLFORCP01O,CIVCO2,2032.0,0.07
REGION,CIVLFORCP01O,CIVCO2,2033.0,0.0612
REGION,CIVLFORCP01O,CIVCO2,2034.0,0.0525
REGION,CIVLFORCP01O,CIVCO2,2035.0,0.0437
REGION,CIVLFORCP01O,CIVCO2,2036.0,0.035
REGION,CIVLFORCP01O,CIVCO2,2037.0,0.0262
REGION,CIVLFORCP01O,CIVCO2,2038.0,0.0175
REGION,CIVLFORCP01O,CIVCO2,2039.0,0.0087
REGION,CIVLFORCP01O,CIVCO2,2040.0,0.0
REGION,CIVLFORCP01O,CIVREN,2015.0,0.0
REGION,CIVLFORCP01O,CIVREN,2016.0,0.0
REGION,CIVLFORCP01O,CIVREN,2017.0,0.0
REGION,CIVLFORCP01O,CIVREN,2018.0,0.0
REGION,CIVLFORCP01O,CIVREN,2019.0,0.0
REGION,CIVLFORCP01O,CIVREN,2020.0,0.0
REGION,CIVLFORCP01O,CIVREN,2021.0,0.9201
REGION,CIVLFORCP01O,CIVREN,2022.0,0.8717
REGION,CIVLFORCP01O,CIVREN,2023.0,0.8233
REGION,CIVLFORCP01O,CIVREN,2024.0,0.7748
REGION,CIVLFORCP01O,CIVREN,2025.0,0.7264
REGION,CIVLFORCP01O,CIVREN,2026.0,0.678
REGION,CIVLFORCP01O,CIVREN,2027.0,0.6296
REGION,CIVLFORCP01O,CIVREN,2028.0,0.5811
REGION,CIVLFORCP01O,CIVREN,2029.0,0.5327
REGION,CIVLFORCP01O,CIVREN,2030.0,0.4843
REGION,CIVLFORCP01O,CIVREN,2031.0,0.4359
REGION,CIVLFORCP01O,CIVREN,2032.0,0.3874
REGION,CIVLFORCP01O,CIVREN,2033.0,0.339
REGION,CIVLFORCP01O,CIVREN,2034.0,0.2906
REGION,CIVLFORCP01O,CIVREN,2035.0,0.2421
REGION,CIVLFORCP01O,CIVREN,2036.0,0.1937
REGION,CIVLFORCP01O,CIVREN,2037.0,0.1453
REGION,CIVLFORCP01O,CIVREN,2038.0,0.0969
REGION,CIVLFORCP01O,CIVREN,2039.0,0.0484
REGION,CIVLFORCP01O,CIVREN,2040.0,0.0
REGION,CIVLFOSALON1,CIVCO2,2040.0,0.0
REGION,CIVNGACCC01N,CIVCO2,2040.0,0.0
REGION,CIVNGACCC01N,CIVREN,2040.0,0.0
REGION,CIVNGACCP01N,CIVCO2,2015.0,0.6769
REGION,CIVNGACCP01N,CIVCO2,2016.0,0.6769
REGION,CIVNGACCP01N,CIVCO2,2017.0,0.6769
REGION,CIVNGACCP01N,CIVCO2,2018.0,0.6769
REGION,CIVNGACCP01N,CIVCO2,2019.0,0.6769
REGION,CIVNGACCP01N,CIVCO2,2020.0,0.6769
REGION,CIVNGACCP01N,CIVCO2,2021.0,0.6769
REGION,CIVNGACCP01N,CIVCO2,2022.0,0.6769
REGION,CIVNGACCP01N,CIVCO2,2025.0,0.2403
REGION,CIVNGACCP01N,CIVCO2,2026.0,0.282
REGION,CIVNGACCP01N,CIVCO2,2027.0,0.1379
REGION,CIVNGACCP01N,CIVCO2,2028.0,0.0634
REGION,CIVNGACCP01N,CIVCO2,2040.0,0.1103
