Country,y,f,Total annual production (GWh),Source,Scenario,Carbon Price
SWZ,2020.0,BIO,175.6388890294,Biomass,Bottom-up,No
SWZ,2020.0,HYD,219.0555557308,Hydropower,Bottom-up,No
SWZ,2020.0,Imports (ZAF),1803.6944458874,Imports (ZAF),Bottom-up,No
SWZ,2020.0,LFO,1.250000001,Light Fuel Oil,Bottom-up,No
SWZ,2021.0,BIO,166.8611112446,Biomass,Bottom-up,No
SWZ,2021.0,HYD,219.0555557308,Hydropower,Bottom-up,No
SWZ,2021.0,Imports (ZAF),2303.3611129538,Imports (ZAF),Bottom-up,No
SWZ,2021.0,LFO,1.8888888904000003,Light Fuel Oil,Bottom-up,No
SWZ,2022.0,BIO,158.08333345980003,Biomass,Bottom-up,No
SWZ,2022.0,HYD,219.0555557308,Hydropower,Bottom-up,No
SWZ,2022.0,Imports (ZAF),2847.0000022776003,Imports (ZAF),Bottom-up,No
SWZ,2022.0,LFO,1.9166666682,Light Fuel Oil,Bottom-up,No
SWZ,2023.0,BIO,149.305555675,Biomass,Bottom-up,No
SWZ,2023.0,HYD,219.0555557308,Hydropower,Bottom-up,No
SWZ,2023.0,Imports (ZAF),3437.9722249726,Imports (ZAF),Bottom-up,No
SWZ,2023.0,LFO,1.9722222238,Light Fuel Oil,Bottom-up,No
SWZ,2024.0,BIO,140.5277778902,Biomass,Bottom-up,No
SWZ,2024.0,HFO,20.1111111272,Heavy Fuel Oil,Bottom-up,No
SWZ,2024.0,HYD,219.0555557308,Hydropower,Bottom-up,No
SWZ,2024.0,Imports (MOZ),84.94444451240001,Imports (MOZ),Bottom-up,No
SWZ,2024.0,Imports (ZAF),3977.0277809594,Imports (ZAF),Bottom-up,No
SWZ,2024.0,LFO,1.9166666682,Light Fuel Oil,Bottom-up,No
SWZ,2025.0,BIO,87.8333334036,Biomass,Bottom-up,No
SWZ,2025.0,COA,4913.6388928198,Coal,Bottom-up,No
SWZ,2025.0,HFO,18.8611111262,Heavy Fuel Oil,Bottom-up,No
SWZ,2025.0,HYD,219.0555557308,Hydropower,Bottom-up,No
SWZ,2025.0,Imports (MOZ),36.388888918000006,Imports (MOZ),Bottom-up,No
SWZ,2025.0,LFO,1.8611111126,Light Fuel Oil,Bottom-up,No
SWZ,2026.0,BIO,79.027777841,Biomass,Bottom-up,No
SWZ,2026.0,COA,5505.277782182,Coal,Bottom-up,No
SWZ,2026.0,HFO,17.5833333474,Heavy Fuel Oil,Bottom-up,No
SWZ,2026.0,HYD,219.0555557308,Hydropower,Bottom-up,No
SWZ,2026.0,Imports (MOZ),83.8611111782,Imports (MOZ),Bottom-up,No
SWZ,2026.0,LFO,1.3055555566,Light Fuel Oil,Bottom-up,No
SWZ,2027.0,BIO,70.25000005620001,Biomass,Bottom-up,No
SWZ,2027.0,COA,6377.8055606578,Coal,Bottom-up,No
SWZ,2027.0,HFO,12.3055555654,Heavy Fuel Oil,Bottom-up,No
SWZ,2027.0,HYD,219.0555557308,Hydropower,Bottom-up,No
SWZ,2027.0,Imports (MOZ),15.3611111234,Imports (MOZ),Bottom-up,No
SWZ,2027.0,LFO,1.250000001,Light Fuel Oil,Bottom-up,No
SWZ,2028.0,BIO,61.4722222714,Biomass,Bottom-up,No
SWZ,2028.0,COA,7175.9166724074,Coal,Bottom-up,No
SWZ,2028.0,HFO,11.3611111202,Heavy Fuel Oil,Bottom-up,No
SWZ,2028.0,HYD,219.0555557308,Hydropower,Bottom-up,No
