Country,y,f,Total installed capacity (GW),Source,Scenario,Carbon Price
RWA,2020,BIO,0.00378,Biomass,Bottom-up,No
RWA,2020,COA,0.015,Coal,Bottom-up,No
RWA,2020,GAS,0.0285899999999999,Natural Gas,Bottom-up,No
RWA,2020,HFO,0.035,Heavy Fuel Oil,Bottom-up,No
RWA,2020,HYD,0.139695,Hydropower,Bottom-up,No
RWA,2020,LFO,0.0012224215008176,Light Fuel Oil,Bottom-up,No
RWA,2020,SOL,0.01274035,Solar,Bottom-up,No
RWA,2021,BIO,0.003591,Biomass,Bottom-up,No
RWA,2021,COA,0.015,Coal,Bottom-up,No
RWA,2021,GAS,0.0284099999999999,Natural Gas,Bottom-up,No
RWA,2021,HFO,0.03325,Heavy Fuel Oil,Bottom-up,No
RWA,2021,HYD,0.139695,Hydropower,Bottom-up,No
RWA,2021,LFO,0.0012224215008176,Light Fuel Oil,Bottom-up,No
RWA,2021,SOL,0.0127277,Solar,Bottom-up,No
RWA,2022,BIO,0.003402,Biomass,Bottom-up,No
RWA,2022,COA,0.015,Coal,Bottom-up,No
RWA,2022,GAS,0.0282299999999999,Natural Gas,Bottom-up,No
RWA,2022,HFO,0.0315,Heavy Fuel Oil,Bottom-up,No
RWA,2022,HYD,0.194945,Hydropower,Bottom-up,No
RWA,2022,LFO,0.0012224215008176,Light Fuel Oil,Bottom-up,No
RWA,2022,SOL,0.01271505,Solar,Bottom-up,No
RWA,2023,BIO,0.003213,Biomass,Bottom-up,No
RWA,2023,COA,0.015,Coal,Bottom-up,No
RWA,2023,GAS,0.02805,Natural Gas,Bottom-up,No
RWA,2023,HFO,0.02975,Heavy Fuel Oil,Bottom-up,No
RWA,2023,HYD,0.194945,Hydropower,Bottom-up,No
RWA,2023,LFO,0.0012224215008176,Light Fuel Oil,Bottom-up,No
RWA,2023,SOL,0.0127024,Solar,Bottom-up,No
RWA,2024,BIO,0.003024,Biomass,Bottom-up,No
RWA,2024,COA,0.015,Coal,Bottom-up,No
RWA,2024,GAS,0.1370299820114301,Natural Gas,Bottom-up,No
RWA,2024,HFO,0.028,Heavy Fuel Oil,Bottom-up,No
RWA,2024,HYD,0.194945,Hydropower,Bottom-up,No
RWA,2024,LFO,0.0012224215008176,Light Fuel Oil,Bottom-up,No
RWA,2024,SOL,0.01268975,Solar,Bottom-up,No
RWA,2025,BIO,0.00189,Biomass,Bottom-up,No
RWA,2025,COA,0.015,Coal,Bottom-up,No
RWA,2025,GAS,0.3060200320638168,Natural Gas,Bottom-up,No
RWA,2025,GEO,0.1,Geothermal,Bottom-up,No
RWA,2025,HFO,0.02625,Heavy Fuel Oil,Bottom-up,No
RWA,2025,HYD,0.211945,Hydropower,Bottom-up,No
RWA,2025,LFO,0.0012224215008176,Light Fuel Oil,Bottom-up,No
RWA,2025,SOL,0.0126771,Solar,Bottom-up,No
RWA,2026,BIO,0.001701,Biomass,Bottom-up,No
RWA,2026,COA,0.015,Coal,Bottom-up,No
RWA,2026,GAS,0.3079142737443759,Natural Gas,Bottom-up,No
RWA,2026,GEO,0.1,Geothermal,Bottom-up,No
RWA,2026,HFO,0.0245,Heavy Fuel Oil,Bottom-up,No
RWA,2026,HYD,0.211945,Hydropower,Bottom-up,No
RWA,2026,LFO,0.0002181067991353,Light Fuel Oil,Bottom-up,No
RWA,2026,SOL,0.01266445,Solar,Bottom-up,No
RWA,2027,BIO,0.001512,Biomass,Bottom-up,No
RWA,2027,COA,0.015,Coal,Bottom-up,No
RWA,2027,GAS,0.4700768117448102,Natural Gas,Bottom-up,No
RWA,2027,GEO,0.2,Geothermal,Bottom-up,No
RWA,2027,HFO,0.02275,Heavy Fuel Oil,Bottom-up,No
RWA,2027,HYD,0.211945,Hydropower,Bottom-up,No
RWA,2027,LFO,0.0002181067991353,Light Fuel Oil,Bottom-up,No
RWA,2027,SOL,0.0126518,Solar,Bottom-up,No
RWA,2028,BIO,0.001323,Biomass,Bottom-up,No
RWA,2028,COA,0.015,Coal,Bottom-up,No
RWA,2028,GAS,0.471535484071718,Natural Gas,Bottom-up,No
RWA,2028,GEO,0.2,Geothermal,Bottom-up,No
RWA,2028,HFO,0.021,Heavy Fuel Oil,Bottom-up,No
RWA,2028,HYD,0.211945,Hydropower,Bottom-up,No
RWA,2028,SOL,0.01263915,Solar,Bottom-up,No
RWA,2029,BIO,0.001134,Biomass,Bottom-up,No
RWA,2029,COA,0.015,Coal,Bottom-up,No
RWA,2029,GAS,0.4787122584464576,Natural Gas,Bottom-up,No
RWA,2029,GEO,0.2,Geothermal,Bottom-up,No
RWA,2029,HFO,0.01925,Heavy Fuel Oil,Bottom-up,No
RWA,2029,HYD,0.211945,Hydropower,Bottom-up,No
RWA,2029,SOL,0.031121463135805,Solar,Bottom-up,No
RWA,2030,BIO,0.000945,Biomass,Bottom-up,No
