Country,y,f,Total annual production (GWh),Source,Scenario,Carbon Price
COG,2020.0,BIO,33.9444444716,Biomass,Bottom-up,No
COG,2020.0,HFO,128.333333436,Heavy Fuel Oil,Bottom-up,No
COG,2020.0,HYD,847.1944451222,Hydropower,Bottom-up,No
COG,2020.0,Imports (COD),499.3333337328,Imports (COD),Bottom-up,No
COG,2020.0,LFO,599.1111115904,Light Fuel Oil,Bottom-up,No
COG,2020.0,NGA,1358.1111121976,Natural Gas,Bottom-up,No
COG,2020.0,SOL,1.0833333342,Solar,Bottom-up,No
COG,2021.0,BIO,32.222222248,Biomass,Bottom-up,No
COG,2021.0,HFO,121.9166667642,Heavy Fuel Oil,Bottom-up,No
COG,2021.0,HYD,847.1944451222,Hydropower,Bottom-up,No
COG,2021.0,Imports (COD),499.3333337328,Imports (COD),Bottom-up,No
COG,2021.0,LFO,158.80555568260002,Light Fuel Oil,Bottom-up,No
COG,2021.0,NGA,1552.6944456866,Natural Gas,Bottom-up,No
COG,2021.0,SOL,1.0277777786000002,Solar,Bottom-up,No
COG,2022.0,BIO,30.5277778022,Biomass,Bottom-up,No
COG,2022.0,HFO,115.5000000924,Heavy Fuel Oil,Bottom-up,No
COG,2022.0,HYD,847.1944451222,Hydropower,Bottom-up,No
COG,2022.0,Imports (COD),499.3333337328,Imports (COD),Bottom-up,No
COG,2022.0,LFO,110.5833334218,Light Fuel Oil,Bottom-up,No
COG,2022.0,NGA,1794.2500014354,Natural Gas,Bottom-up,No
COG,2022.0,SOL,0.972222223,Solar,Bottom-up,No
COG,2023.0,BIO,28.8333333564,Biomass,Bottom-up,No
COG,2023.0,HFO,109.0833334206,Heavy Fuel Oil,Bottom-up,No
COG,2023.0,HYD,847.1944451222,Hydropower,Bottom-up,No
COG,2023.0,Imports (COD),312.083333583,Imports (COD),Bottom-up,No
COG,2023.0,LFO,64.861111163,Light Fuel Oil,Bottom-up,No
COG,2023.0,NGA,2229.8333351172,Natural Gas,Bottom-up,No
COG,2023.0,SOL,0.9166666674,Solar,Bottom-up,No
COG,2024.0,BIO,27.1388889106,Biomass,Bottom-up,No
COG,2024.0,HFO,42.777777812,Heavy Fuel Oil,Bottom-up,No
COG,2024.0,HYD,847.1944451222,Hydropower,Bottom-up,No
COG,2024.0,Imports (COD),312.083333583,Imports (COD),Bottom-up,No
COG,2024.0,LFO,36.8333333628,Light Fuel Oil,Bottom-up,No
COG,2024.0,NGA,2714.6388910606,Natural Gas,Bottom-up,No
COG,2024.0,SOL,0.8611111118,Solar,Bottom-up,No
COG,2025.0,BIO,16.9722222358,Biomass,Bottom-up,No
COG,2025.0,HFO,40.1111111432,Heavy Fuel Oil,Bottom-up,No
COG,2025.0,HYD,847.1944451222,Hydropower,Bottom-up,No
COG,2025.0,Imports (COD),312.083333583,Imports (COD),Bottom-up,No
COG,2025.0,LFO,34.5277778054,Light Fuel Oil,Bottom-up,No
COG,2025.0,NGA,2914.2500023314,Natural Gas,Bottom-up,No
COG,2025.0,SOL,0.8055555562,Solar,Bottom-up,No
COG,2026.0,BIO,15.27777779,Biomass,Bottom-up,No
COG,2026.0,HFO,37.4166666966,Heavy Fuel Oil,Bottom-up,No
COG,2026.0,HYD,847.1944451222,Hydropower,Bottom-up,No
COG,2026.0,Imports (COD),312.083333583,Imports (COD),Bottom-up,No
COG,2026.0,LFO,32.2500000258,Light Fuel Oil,Bottom-up,No
COG,2026.0,NGA,3362.9722249126003,Natural Gas,Bottom-up,No
COG,2026.0,SOL,0.7500000006,Solar,Bottom-up,No
COG,2027.0,BIO,13.5833333442,Biomass,Bottom-up,No
COG,2027.0,HFO,34.7500000278,Heavy Fuel Oil,Bottom-up,No
COG,2027.0,HYD,847.1944451222,Hydropower,Bottom-up,No
COG,2027.0,Imports (COD),312.083333583,Imports (COD),Bottom-up,No
COG,2027.0,LFO,30.194444468600004,Light Fuel Oil,Bottom-up,No
COG,2027.0,NGA,3532.9444472708,Natural Gas,Bottom-up,No
COG,2027.0,SOL,0.6666666672,Solar,Bottom-up,No
COG,2028.0,BIO,11.8888888984,Biomass,Bottom-up,No
COG,2028.0,HFO,32.083333359,Heavy Fuel Oil,Bottom-up,No
COG,2028.0,HYD,847.1944451222,Hydropower,Bottom-up,No
COG,2028.0,Imports (COD),312.083333583,Imports (COD),Bottom-up,No
COG,2028.0,LFO,27.638888911,Light Fuel Oil,Bottom-up,No
COG,2028.0,NGA,3711.6944474138,Natural Gas,Bottom-up,No
COG,2028.0,SOL,56.52777782300001,Solar,Bottom-up,No
COG,2029.0,BIO,10.1666666748,Biomass,Bottom-up,No
COG,2029.0,HFO,29.4166666902,Heavy Fuel Oil,Bottom-up,No
COG,2029.0,HYD,847.1944451222,Hydropower,Bottom-up,No
COG,2029.0,Imports (COD),307.6944446906,Imports (COD),Bottom-up,No
COG,2029.0,LFO,25.3333333536,Light Fuel Oil,Bottom-up,No
COG,2029.0,NGA,3791.8888919224,Natural Gas,Bottom-up,No
COG,2029.0,SOL,119.2222223176,Solar,Bottom-up,No
COG,2030.0,BIO,8.472222229,Biomass,Bottom-up,No
COG,2030.0,HFO,26.7222222436,Heavy Fuel Oil,Bottom-up,No
COG,2030.0,HYD,847.1944451222,Hydropower,Bottom-up,No
COG,2030.0,Imports (COD),312.083333583,Imports (COD),Bottom-up,No
COG,2030.0,LFO,23.0277777962,Light Fuel Oil,Bottom-up,No
COG,2030.0,NGA,3854.4166697502,Natural Gas,Bottom-up,No
COG,2030.0,SOL,256.2222224272,Solar,Bottom-up,No
COG,2020.0,BIO,33.9444444716,Biomass,Bottom-up,High
