Country,y,f,Total annual production (GWh),Source,Scenario,Carbon Price
TUN,2020.0,BIO,39.9166666986,Biomass,Bottom-up,No
TUN,2020.0,HFO,1377.6944455466,Heavy Fuel Oil,Bottom-up,No
TUN,2020.0,HYD,198.3055557142,Hydropower,Bottom-up,No
TUN,2020.0,Imports (DZA),3994.5555587512,Imports (DZA),Bottom-up,No
TUN,2020.0,LFO,142.88888900320003,Light Fuel Oil,Bottom-up,No
TUN,2020.0,NGA,11905.0555650796,Natural Gas,Bottom-up,No
TUN,2020.0,SOL,76.4722222834,Solar,Bottom-up,No
TUN,2020.0,WIN,934.2777785252,Wind,Bottom-up,No
TUN,2021.0,BIO,37.916666697,Biomass,Bottom-up,No
TUN,2021.0,HFO,1308.8055566026003,Heavy Fuel Oil,Bottom-up,No
TUN,2021.0,HYD,198.3055557142,Hydropower,Bottom-up,No
TUN,2021.0,Imports (DZA),3994.5555587512,Imports (DZA),Bottom-up,No
TUN,2021.0,LFO,355.833333618,Light Fuel Oil,Bottom-up,No
TUN,2021.0,NGA,15583.5833458002,Natural Gas,Bottom-up,No
TUN,2021.0,SOL,75.11111117120001,Solar,Bottom-up,No
TUN,2021.0,WIN,953.194445207,Wind,Bottom-up,No
TUN,2022.0,BIO,34.1388889162,Biomass,Bottom-up,No
TUN,2022.0,HFO,1982.6944460306,Heavy Fuel Oil,Bottom-up,No
TUN,2022.0,HYD,198.3055557142,Hydropower,Bottom-up,No
TUN,2022.0,Imports (DZA),3994.5555587512,Imports (DZA),Bottom-up,No
TUN,2022.0,LFO,348.6944447234,Light Fuel Oil,Bottom-up,No
TUN,2022.0,NGA,17961.6944588138,Natural Gas,Bottom-up,No
TUN,2022.0,SOL,73.750000059,Solar,Bottom-up,No
TUN,2022.0,WIN,1865.3611126034,Wind,Bottom-up,No
TUN,2023.0,BIO,29.0000000232,Biomass,Bottom-up,No
TUN,2023.0,HFO,4544.6666703024,Heavy Fuel Oil,Bottom-up,No
