Country,y,f,Total installed capacity (GW),Source,Scenario,Carbon Price
SSD,2020,GAS,0.0711559461314298,Natural Gas,Bottom-up,No
SSD,2020,HFO,0.012,Heavy Fuel Oil,Bottom-up,No
SSD,2020,LFO,0.1492901582457418,Light Fuel Oil,Bottom-up,No
SSD,2021,GAS,0.0711559461314298,Natural Gas,Bottom-up,No
SSD,2021,HFO,0.0114,Heavy Fuel Oil,Bottom-up,No
SSD,2021,LFO,0.1482956582457418,Light Fuel Oil,Bottom-up,No
SSD,2022,GAS,0.0711559461314298,Natural Gas,Bottom-up,No
SSD,2022,HFO,0.0108,Heavy Fuel Oil,Bottom-up,No
SSD,2022,LFO,0.1473011582457418,Light Fuel Oil,Bottom-up,No
SSD,2023,GAS,0.0711559461314298,Natural Gas,Bottom-up,No
SSD,2023,HFO,0.0102,Heavy Fuel Oil,Bottom-up,No
SSD,2023,LFO,0.1463066582457418,Light Fuel Oil,Bottom-up,No
SSD,2024,GAS,0.0711559461314298,Natural Gas,Bottom-up,No
SSD,2024,GEO,0.0174731134690048,Geothermal,Bottom-up,No
SSD,2024,HFO,0.0096,Heavy Fuel Oil,Bottom-up,No
SSD,2024,LFO,0.1453121582457418,Light Fuel Oil,Bottom-up,No
SSD,2025,GAS,0.0711559461314298,Natural Gas,Bottom-up,No
SSD,2025,GEO,0.0255874932253798,Geothermal,Bottom-up,No
SSD,2025,HFO,0.009,Heavy Fuel Oil,Bottom-up,No
SSD,2025,LFO,0.0149175,Light Fuel Oil,Bottom-up,No
SSD,2026,GAS,0.0711559461314298,Natural Gas,Bottom-up,No
SSD,2026,GEO,0.0329139556588622,Geothermal,Bottom-up,No
SSD,2026,HFO,0.0084,Heavy Fuel Oil,Bottom-up,No
SSD,2026,LFO,0.013923,Light Fuel Oil,Bottom-up,No
SSD,2027,GAS,0.0711559461314298,Natural Gas,Bottom-up,No
SSD,2027,GEO,0.0394489390258084,Geothermal,Bottom-up,No
SSD,2027,HFO,0.0078,Heavy Fuel Oil,Bottom-up,No
SSD,2027,LFO,0.0129285,Light Fuel Oil,Bottom-up,No
SSD,2028,GAS,0.0711559461314298,Natural Gas,Bottom-up,No
SSD,2028,GEO,0.0460426698094549,Geothermal,Bottom-up,No
SSD,2028,HFO,0.0072,Heavy Fuel Oil,Bottom-up,No
SSD,2028,LFO,0.011934,Light Fuel Oil,Bottom-up,No
SSD,2029,GAS,0.0711559461314298,Natural Gas,Bottom-up,No
SSD,2029,GEO,0.0526817503588796,Geothermal,Bottom-up,No
SSD,2029,HFO,0.0066,Heavy Fuel Oil,Bottom-up,No
SSD,2029,LFO,0.0109395,Light Fuel Oil,Bottom-up,No
SSD,2030,GAS,0.0711559461314298,Natural Gas,Bottom-up,No
SSD,2030,GEO,0.0601407166366846,Geothermal,Bottom-up,No
SSD,2030,HFO,0.006,Heavy Fuel Oil,Bottom-up,No
SSD,2030,LFO,0.009945,Light Fuel Oil,Bottom-up,No
SSD,2020,GAS,0.0711559461314298,Natural Gas,Bottom-up,High
SSD,2020,HFO,0.012,Heavy Fuel Oil,Bottom-up,High
SSD,2020,LFO,0.1492901582457416,Light Fuel Oil,Bottom-up,High
SSD,2021,GAS,0.0711559461314298,Natural Gas,Bottom-up,High
SSD,2021,HFO,0.0114,Heavy Fuel Oil,Bottom-up,High
SSD,2021,LFO,0.1482956582457417,Light Fuel Oil,Bottom-up,High
SSD,2022,GAS,0.0711559461314298,Natural Gas,Bottom-up,High
SSD,2022,HFO,0.0108,Heavy Fuel Oil,Bottom-up,High
SSD,2022,LFO,0.1473011582457417,Light Fuel Oil,Bottom-up,High
SSD,2023,GAS,0.0711559461314298,Natural Gas,Bottom-up,High
SSD,2023,HFO,0.0102,Heavy Fuel Oil,Bottom-up,High
SSD,2023,LFO,0.1463066582457416,Light Fuel Oil,Bottom-up,High
SSD,2024,GAS,0.0711559461314298,Natural Gas,Bottom-up,High
SSD,2024,GEO,0.0718160700985653,Geothermal,Bottom-up,High
SSD,2024,HFO,0.0096,Heavy Fuel Oil,Bottom-up,High
SSD,2024,LFO,0.1453121582457417,Light Fuel Oil,Bottom-up,High
SSD,2025,GAS,0.0711559461314298,Natural Gas,Bottom-up,High
SSD,2025,GEO,0.076606004640589,Geothermal,Bottom-up,High
SSD,2025,HFO,0.009,Heavy Fuel Oil,Bottom-up,High
SSD,2025,LFO,0.0149175,Light Fuel Oil,Bottom-up,High
SSD,2026,GAS,0.0711559461314298,Natural Gas,Bottom-up,High
SSD,2026,GEO,0.081441575696965,Geothermal,Bottom-up,High
SSD,2026,HFO,0.0084,Heavy Fuel Oil,Bottom-up,High
SSD,2026,LFO,0.013923,Light Fuel Oil,Bottom-up,High
