Country,y,f,Total annual demand (GWh),Demand type,Scenario,Carbon Price
LBR,2020.0,EL3E,317.1944446982001,Current electrified,Bottom-up,No
LBR,2021.0,EL3E,325.277778038,Current electrified,Bottom-up,No
LBR,2021.0,EL3U,195.3611112674,New electrified,Bottom-up,No
LBR,2022.0,EL3E,332.5277780438,Current electrified,Bottom-up,No
LBR,2022.0,EL3U,390.7500003126,New electrified,Bottom-up,No
LBR,2023.0,EL3E,339.0833336046,Current electrified,Bottom-up,No
LBR,2023.0,EL3U,586.1111115799999,New electrified,Bottom-up,No
LBR,2024.0,EL3E,345.02777805380003,Current electrified,Bottom-up,No
LBR,2024.0,EL3U,781.4722228474,New electrified,Bottom-up,No
LBR,2025.0,EL3E,363.2777780684,Current electrified,Bottom-up,No
LBR,2025.0,EL3U,976.8611118926,New electrified,Bottom-up,No
LBR,2026.0,EL3E,381.7222225276,Current electrified,Bottom-up,No
LBR,2026.0,EL3U,1172.22222316,New electrified,Bottom-up,No
LBR,2027.0,EL3E,400.4444447648,Current electrified,Bottom-up,No
LBR,2027.0,EL3U,1227.222223204,New electrified,Bottom-up,No
LBR,2028.0,EL3E,419.3611114466,Current electrified,Bottom-up,No
LBR,2028.0,EL3U,1282.222223248,New electrified,Bottom-up,No
LBR,2029.0,EL3E,438.4444447952,Current electrified,Bottom-up,No
LBR,2029.0,EL3U,1337.222223292,New electrified,Bottom-up,No
LBR,2030.0,EL3E,460.4444448128,Current electrified,Bottom-up,No
LBR,2030.0,EL3U,1392.2222233359998,New electrified,Bottom-up,No
LBR,2020.0,CIVEL1,962.0277785474,Exports (CIV),Bottom-up,No
LBR,2020.0,GINEL1,24.4722222418,Exports (GIN),Bottom-up,No
LBR,2021.0,CIVEL1,571.388889346,Exports (CIV),Bottom-up,No
LBR,2022.0,SLEEL1,470.138889265,Exports (SLE),Bottom-up,No
LBR,2023.0,CIVEL1,233.750000187,Exports (CIV),Bottom-up,No
LBR,2023.0,SLEEL1,10.0555555636,Exports (SLE),Bottom-up,No
LBR,2026.0,CIVEL1,90.6666667392,Exports (CIV),Bottom-up,No
LBR,2027.0,CIVEL1,742.5277783718,Exports (CIV),Bottom-up,No
LBR,2028.0,CIVEL1,994.2500007954,Exports (CIV),Bottom-up,No
LBR,2029.0,CIVEL1,443.9166670218,Exports (CIV),Bottom-up,No
LBR,2030.0,CIVEL1,285.55555578400003,Exports (CIV),Bottom-up,No
LBR,2030.0,GINEL1,31.0555555804,Exports (GIN),Bottom-up,No
LBR,2020.0,EL3E,317.1944446982001,Current electrified,Bottom-up,High
LBR,2021.0,EL3E,325.277778038,Current electrified,Bottom-up,High
LBR,2021.0,EL3U,195.3611112674,New electrified,Bottom-up,High
LBR,2022.0,EL3E,332.5555558216,Current electrified,Bottom-up,High
LBR,2022.0,EL3U,390.7500003126,New electrified,Bottom-up,High
LBR,2023.0,EL3E,339.11111138240005,Current electrified,Bottom-up,High
LBR,2023.0,EL3U,586.1111115799999,New electrified,Bottom-up,High
LBR,2024.0,EL3E,345.05555583160003,Current electrified,Bottom-up,High
LBR,2024.0,EL3U,781.4722228474,New electrified,Bottom-up,High
LBR,2025.0,EL3E,363.2777780684,Current electrified,Bottom-up,High
LBR,2025.0,EL3U,976.8611118926,New electrified,Bottom-up,High
