Country,y,f,Total annual production (GWh),Source,Scenario,Carbon Price
KEN,2020.0,BIO,151.8611112326,Biomass,Bottom-up,No
KEN,2020.0,GEO,4616.500003693201,Geothermal,Bottom-up,No
KEN,2020.0,HFO,668.2777783124001,Heavy Fuel Oil,Bottom-up,No
KEN,2020.0,HYD,3294.6666693024,Hydropower,Bottom-up,No
KEN,2020.0,Imports (ETH),7861.9166729562,Imports (ETH),Bottom-up,No
KEN,2020.0,Imports (UGA),1101.805556437,Imports (UGA),Bottom-up,No
KEN,2020.0,LFO,518.2777781924001,Light Fuel Oil,Bottom-up,No
KEN,2020.0,SOL,446.61111146840005,Solar,Bottom-up,No
KEN,2020.0,WIN,2117.4444461384,Wind,Bottom-up,No
KEN,2021.0,BIO,361.8055558450001,Biomass,Bottom-up,No
KEN,2021.0,GEO,4966.4722261954,Geothermal,Bottom-up,No
KEN,2021.0,HFO,634.861111619,Heavy Fuel Oil,Bottom-up,No
KEN,2021.0,HYD,3294.6666693024,Hydropower,Bottom-up,No
KEN,2021.0,Imports (ETH),11294.9166757026,Imports (ETH),Bottom-up,No
KEN,2021.0,Imports (UGA),68.888888944,Imports (UGA),Bottom-up,No
KEN,2021.0,LFO,501.4444448456,Light Fuel Oil,Bottom-up,No
KEN,2021.0,SOL,614.9166671586,Solar,Bottom-up,No
KEN,2021.0,WIN,2587.6944465146,Wind,Bottom-up,No
KEN,2022.0,BIO,346.9166669442,Biomass,Bottom-up,No
KEN,2022.0,GEO,6939.666672218401,Geothermal,Bottom-up,No
KEN,2022.0,HFO,601.4444449256,Heavy Fuel Oil,Bottom-up,No
KEN,2022.0,HYD,3294.6666693024,Hydropower,Bottom-up,No
KEN,2022.0,Imports (ETH),13414.1111218424,Imports (ETH),Bottom-up,No
KEN,2022.0,LFO,475.138889269,Light Fuel Oil,Bottom-up,No
KEN,2022.0,SOL,752.3333339352,Solar,Bottom-up,No
KEN,2022.0,WIN,3407.3055582814,Wind,Bottom-up,No
KEN,2023.0,BIO,332.0555558212,Biomass,Bottom-up,No
KEN,2023.0,GEO,9136.2222295312,Geothermal,Bottom-up,No
KEN,2023.0,HFO,1665.3055568878003,Heavy Fuel Oil,Bottom-up,No
KEN,2023.0,HYD,3294.6666693024,Hydropower,Bottom-up,No
KEN,2023.0,Imports (ETH),16644.0000133152,Imports (ETH),Bottom-up,No
KEN,2023.0,LFO,448.83333369240006,Light Fuel Oil,Bottom-up,No
KEN,2023.0,SOL,920.6388896254,Solar,Bottom-up,No
KEN,2023.0,WIN,3575.6388917494,Wind,Bottom-up,No
KEN,2024.0,BIO,317.1666669204,Biomass,Bottom-up,No
KEN,2024.0,COA,3029.2222246456004,Coal,Bottom-up,No
KEN,2024.0,GEO,11444.5000091556,Geothermal,Bottom-up,No
KEN,2024.0,HFO,1595.6944457210002,Heavy Fuel Oil,Bottom-up,No
KEN,2024.0,HYD,3294.6666693024,Hydropower,Bottom-up,No
KEN,2024.0,Imports (ETH),16644.0000133152,Imports (ETH),Bottom-up,No
KEN,2024.0,LFO,423.7777781168001,Light Fuel Oil,Bottom-up,No
KEN,2024.0,SOL,1121.4166675638,Solar,Bottom-up,No
