r,t,f,y,UseByTechnologyAnnual
REGION,CIVCOASCP01N,CIVCOA,2035.0,103.9234
REGION,CIVCOASCP01N,CIVCOA,2036.0,115.7277
REGION,CIVCOASCP01N,CIVCOA,2037.0,129.2455
REGION,CIVCOASCP01N,CIVCOA,2038.0,150.799
REGION,CIVCOASCP01N,CIVCOA,2039.0,183.2671
REGION,CIVCOASCP01N,CIVCOA,2040.0,190.5665
REGION,CIVCOASCP01O,CIVCOA,2040.0,0.0
REGION,CIVEL1TRP00X,CIVEL1,2015.0,27.7722
REGION,CIVEL1TRP00X,CIVEL1,2016.0,28.9035
REGION,CIVEL1TRP00X,CIVEL1,2017.0,28.5362
REGION,CIVEL1TRP00X,CIVEL1,2018.0,30.5999
REGION,CIVEL1TRP00X,CIVEL1,2019.0,33.3331
REGION,CIVEL1TRP00X,CIVEL1,2020.0,33.7505
REGION,CIVEL1TRP00X,CIVEL1,2021.0,39.5439
REGION,CIVEL1TRP00X,CIVEL1,2022.0,43.3024
REGION,CIVEL1TRP00X,CIVEL1,2023.0,47.0114
REGION,CIVEL1TRP00X,CIVEL1,2024.0,50.6712
REGION,CIVEL1TRP00X,CIVEL1,2025.0,54.2815
REGION,CIVEL1TRP00X,CIVEL1,2026.0,60.5978
REGION,CIVEL1TRP00X,CIVEL1,2027.0,65.2949
REGION,CIVEL1TRP00X,CIVEL1,2028.0,69.6388
REGION,CIVEL1TRP00X,CIVEL1,2029.0,72.6873
REGION,CIVEL1TRP00X,CIVEL1,2030.0,74.9705
REGION,CIVEL1TRP00X,CIVEL1,2031.0,80.2307
REGION,CIVEL1TRP00X,CIVEL1,2032.0,84.7417
REGION,CIVEL1TRP00X,CIVEL1,2033.0,89.4921
REGION,CIVEL1TRP00X,CIVEL1,2034.0,92.6589
REGION,CIVEL1TRP00X,CIVEL1,2035.0,95.8751
REGION,CIVEL1TRP00X,CIVEL1,2036.0,99.7492
REGION,CIVEL1TRP00X,CIVEL1,2037.0,106.4964
REGION,CIVEL1TRP00X,CIVEL1,2038.0,113.2879
REGION,CIVEL1TRP00X,CIVEL1,2039.0,120.1296
REGION,CIVEL1TRP00X,CIVEL1,2040.0,127.0277
REGION,CIVEL2DIP00X,CIVEL2,2015.0,26.3836
REGION,CIVEL2DIP00X,CIVEL2,2016.0,27.4583
REGION,CIVEL2DIP00X,CIVEL2,2017.0,27.1094
REGION,CIVEL2DIP00X,CIVEL2,2018.0,29.0699
REGION,CIVEL2DIP00X,CIVEL2,2019.0,31.6664
REGION,CIVEL2DIP00X,CIVEL2,2020.0,32.063
REGION,CIVEL2DIP00X,CIVEL2,2021.0,35.8716
REGION,CIVEL2DIP00X,CIVEL2,2022.0,37.7511
REGION,CIVEL2DIP00X,CIVEL2,2023.0,39.5875
REGION,CIVEL2DIP00X,CIVEL2,2024.0,41.3812
REGION,CIVEL2DIP00X,CIVEL2,2025.0,43.1318
REGION,CIVEL2DIP00X,CIVEL2,2026.0,47.4569
REGION,CIVEL2DIP00X,CIVEL2,2027.0,51.4873
REGION,CIVEL2DIP00X,CIVEL2,2028.0,55.1831
REGION,CIVEL2DIP00X,CIVEL2,2029.0,57.6492
REGION,CIVEL2DIP00X,CIVEL2,2030.0,59.3895
REGION,CIVEL2DIP00X,CIVEL2,2031.0,63.6036
REGION,CIVEL2DIP00X,CIVEL2,2032.0,67.0544
REGION,CIVEL2DIP00X,CIVEL2,2033.0,70.6771
REGION,CIVEL2DIP00X,CIVEL2,2034.0,72.7367
REGION,CIVEL2DIP00X,CIVEL2,2035.0,74.7803
REGION,CIVEL2DIP00X,CIVEL2,2036.0,77.382
REGION,CIVEL2DIP00X,CIVEL2,2037.0,82.6416
REGION,CIVEL2DIP00X,CIVEL2,2038.0,87.8672
REGION,CIVEL2DIP00X,CIVEL2,2039.0,93.0593
REGION,CIVEL2DIP00X,CIVEL2,2040.0,98.2185
REGION,CIVEL3DIP00X,CIVEL2,2021.0,1.6951
REGION,CIVEL3DIP00X,CIVEL2,2022.0,3.3862
REGION,CIVEL3DIP00X,CIVEL2,2023.0,5.0733
REGION,CIVEL3DIP00X,CIVEL2,2024.0,6.7564
REGION,CIVEL3DIP00X,CIVEL2,2025.0,8.4357
REGION,CIVEL3DIP00X,CIVEL2,2026.0,10.111
REGION,CIVEL3DIP00X,CIVEL2,2027.0,10.5429
REGION,CIVEL3DIP00X,CIVEL2,2028.0,10.9738
REGION,CIVEL3DIP00X,CIVEL2,2029.0,11.4037
REGION,CIVEL3DIP00X,CIVEL2,2030.0,11.8326
REGION,CIVEL3DIP00X,CIVEL2,2031.0,12.6155
REGION,CIVEL3DIP00X,CIVEL2,2032.0,13.4503
REGION,CIVEL3DIP00X,CIVEL2,2033.0,14.3403
REGION,CIVEL3DIP00X,CIVEL2,2034.0,15.2893
REGION,CIVEL3DIP00X,CIVEL2,2035.0,16.3011
REGION,CIVEL3DIP00X,CIVEL2,2036.0,17.3798
REGION,CIVEL3DIP00X,CIVEL2,2037.0,18.53
REGION,CIVEL3DIP00X,CIVEL2,2038.0,19.7563
REGION,CIVEL3DIP00X,CIVEL2,2039.0,21.0638
REGION,CIVEL3DIP00X,CIVEL2,2040.0,22.4578
REGION,CIVEL4DIP00X,CIVEL3,2040.0,0.0
REGION,CIVELBFABP00,BFAEL1,2039.0,0.5757
REGION,CIVELBFABP00,BFAEL1,2040.0,1.9772
REGION,CIVELBFABP00,CIVEL1,2015.0,7.014
REGION,CIVELBFABP00,CIVEL1,2016.0,8.2392
REGION,CIVELBFABP00,CIVEL1,2017.0,5.9731
REGION,CIVELBFABP00,CIVEL1,2018.0,6.4848
REGION,CIVELBFABP00,CIVEL1,2019.0,4.1997
REGION,CIVELBFABP00,CIVEL1,2020.0,6.6104
REGION,CIVELBFABP00,CIVEL1,2021.0,7.4622
REGION,CIVELBFABP00,CIVEL1,2022.0,8.8237
REGION,CIVELBFABP00,CIVEL1,2023.0,4.5563
REGION,CIVELBFABP00,CIVEL1,2024.0,6.7796
REGION,CIVELBFABP00,CIVEL1,2025.0,6.377
REGION,CIVELBFABP00,CIVEL1,2026.0,9.3259
REGION,CIVELBFABP00,CIVEL1,2027.0,8.1243
REGION,CIVELBFABP00,CIVEL1,2028.0,0.8243
REGION,CIVELBFABP00,CIVEL1,2029.0,0.0535
REGION,CIVELBFABP00,CIVEL1,2030.0,0.0981
REGION,CIVELBFABP00,CIVEL1,2031.0,0.5585
REGION,CIVELBFABP00,CIVEL1,2032.0,0.7531
REGION,CIVELBFABP00,CIVEL1,2033.0,1.665
REGION,CIVELBFABP00,CIVEL1,2034.0,2.4542
REGION,CIVELBFABP00,CIVEL1,2035.0,5.4656
REGION,CIVELBFABP00,CIVEL1,2036.0,6.4452
REGION,CIVELBFABP00,CIVEL1,2037.0,6.0084
REGION,CIVELBFABP00,CIVEL1,2038.0,6.4386
REGION,CIVELBFABP00,CIVEL1,2039.0,6.4452
REGION,CIVELBFABP00,CIVEL1,2040.0,6.4452
REGION,CIVELGHABP00,CIVEL1,2026.0,3.1746
REGION,CIVELGHABP00,CIVEL1,2028.0,0.3064
REGION,CIVELGHABP00,CIVEL1,2037.0,0.4671
REGION,CIVELGHABP00,CIVEL1,2038.0,2.8967
REGION,CIVELGHABP00,CIVEL1,2039.0,7.8726
REGION,CIVELGHABP00,CIVEL1,2040.0,5.6314
REGION,CIVELLBRBP00,CIVEL1,2035.0,0.0083
REGION,CIVELLBRBP00,CIVEL1,2036.0,0.2462
REGION,CIVELLBRBP00,CIVEL1,2037.0,0.083
REGION,CIVELLBRBP00,CIVEL1,2038.0,0.6076
REGION,CIVELLBRBP00,CIVEL1,2039.0,1.927
REGION,CIVELLBRBP00,CIVEL1,2040.0,2.2772
REGION,CIVELLBRBP00,LBREL1,2018.0,10.6466
REGION,CIVELLBRBP00,LBREL1,2019.0,10.6466
REGION,CIVELLBRBP00,LBREL1,2020.0,3.7383
REGION,CIVELLBRBP00,LBREL1,2021.0,1.7289
REGION,CIVELLBRBP00,LBREL1,2022.0,0.826
REGION,CIVELLBRBP00,LBREL1,2023.0,2.8198
REGION,CIVELLBRBP00,LBREL1,2024.0,1.2387
REGION,CIVELLBRBP00,LBREL1,2026.0,1.5162
REGION,CIVELLBRBP00,LBREL1,2027.0,2.8647
REGION,CIVELLBRBP00,LBREL1,2028.0,0.8513
REGION,CIVELLBRBP00,LBREL1,2029.0,0.3162
REGION,CIVELLBRBP00,LBREL1,2030.0,0.0151
REGION,CIVELLBRBP00,LBREL1,2031.0,0.3793
REGION,CIVELLBRBP00,LBREL1,2033.0,0.2778
REGION,CIVELLBRBP00,LBREL1,2034.0,0.5284
REGION,CIVELLBRBP00,LBREL1,2035.0,1.7925
REGION,CIVELLBRBP00,LBREL1,2036.0,2.9087
REGION,CIVELLBRBP00,LBREL1,2037.0,3.3195
REGION,CIVELLBRBP00,LBREL1,2038.0,3.9925
REGION,CIVELLBRBP00,LBREL1,2039.0,3.9925
REGION,CIVELLBRBP00,LBREL1,2040.0,3.9925
REGION,CIVELSLEBP00,CIVEL1,2040.0,0.0
REGION,CIVELSLEBP00,SLEEL1,2040.0,0.0
REGION,CIVHFODIP00X,CIVHFO,2015.0,2.2659
REGION,CIVHFODIP00X,CIVHFO,2016.0,2.7591
REGION,CIVHFODIP00X,CIVHFO,2017.0,2.6657
REGION,CIVHFODIP00X,CIVHFO,2018.0,2.7767
REGION,CIVHFODIP00X,CIVHFO,2019.0,3.2207
REGION,CIVHFODIP00X,CIVHFO,2020.0,3.247
REGION,CIVHFODIP00X,CIVHFO,2021.0,3.687
REGION,CIVHFODIP00X,CIVHFO,2022.0,3.9393
REGION,CIVHFODIP00X,CIVHFO,2023.0,4.1879
REGION,CIVHFODIP00X,CIVHFO,2024.0,4.4328
REGION,CIVHFODIP00X,CIVHFO,2025.0,4.674
REGION,CIVHFODIP00X,CIVHFO,2026.0,5.272
REGION,CIVHFODIP00X,CIVHFO,2027.0,5.8664
REGION,CIVHFODIP00X,CIVHFO,2028.0,6.4574
REGION,CIVHFODIP00X,CIVHFO,2029.0,7.0451
REGION,CIVHFODIP00X,CIVHFO,2030.0,7.6299
REGION,CIVHFODIP00X,CIVHFO,2031.0,8.4079
REGION,CIVHFODIP00X,CIVHFO,2032.0,9.1832
REGION,CIVHFODIP00X,CIVHFO,2033.0,9.956
REGION,CIVHFODIP00X,CIVHFO,2034.0,10.7262
REGION,CIVHFODIP00X,CIVHFO,2035.0,11.4939
REGION,CIVHFODIP00X,CIVHFO,2036.0,12.478
REGION,CIVHFODIP00X,CIVHFO,2037.0,13.4595
REGION,CIVHFODIP00X,CIVHFO,2038.0,14.4385
REGION,CIVHFODIP00X,CIVHFO,2039.0,15.415
REGION,CIVHFODIP00X,CIVHFO,2040.0,16.3891
REGION,CIVHFOEMP00X,CIVHFO,2015.0,2.1446
REGION,CIVHFOEMP00X,CIVHFO,2016.0,1.5802
REGION,CIVHFOEMP00X,CIVHFO,2017.0,1.7555
REGION,CIVHFOEMP00X,CIVHFO,2018.0,2.1113
REGION,CIVHFOEMP00X,CIVHFO,2019.0,2.1113
REGION,CIVHFOEMP00X,CIVHFO,2020.0,2.1113
REGION,CIVHFOEMP00X,CIVHFO,2021.0,2.0585
REGION,CIVHFOEMP00X,CIVHFO,2022.0,2.0057
REGION,CIVHFOEMP00X,CIVHFO,2023.0,1.953
REGION,CIVHFOEMP00X,CIVHFO,2024.0,1.9002
REGION,CIVHFOEMP00X,CIVHFO,2025.0,1.8474
REGION,CIVHFOEMP00X,CIVHFO,2026.0,1.7946
REGION,CIVHFOEMP00X,CIVHFO,2027.0,1.7418
REGION,CIVHFOEMP00X,CIVHFO,2028.0,1.689
REGION,CIVHFOEMP00X,CIVHFO,2029.0,1.6363
REGION,CIVHFOEMP00X,CIVHFO,2030.0,1.5835
REGION,CIVHFOEMP00X,CIVHFO,2031.0,1.5439
REGION,CIVHFOEMP00X,CIVHFO,2032.0,1.5043
REGION,CIVHFOEMP00X,CIVHFO,2033.0,1.4647
REGION,CIVHFOEMP00X,CIVHFO,2034.0,1.4251
REGION,CIVHFOEMP00X,CIVHFO,2035.0,1.3855
REGION,CIVHFOEMP00X,CIVHFO,2036.0,1.346
REGION,CIVHFOEMP00X,CIVHFO,2037.0,1.3064
REGION,CIVHFOEMP00X,CIVHFO,2038.0,1.2668
REGION,CIVHFOEMP00X,CIVHFO,2039.0,1.2272
REGION,CIVHFOEMP00X,CIVHFO,2040.0,1.1876
REGION,CIVHFOGCP01N,CIVHFO,2040.0,0.0
REGION,CIVHFOGCP01O,CIVHFO,2015.0,0.6945
REGION,CIVHFOGCP01O,CIVHFO,2016.0,0.6945
REGION,CIVHFOGCP01O,CIVHFO,2017.0,0.6945
REGION,CIVHFOGCP01O,CIVHFO,2018.0,0.6945
REGION,CIVHFOGCP01O,CIVHFO,2019.0,0.6945
REGION,CIVHFOGCP01O,CIVHFO,2020.0,0.6945
REGION,CIVHFOGCP01O,CIVHFO,2021.0,0.6597
REGION,CIVHFOGCP01O,CIVHFO,2022.0,0.625
REGION,CIVHFOGCP01O,CIVHFO,2023.0,0.5903
REGION,CIVHFOGCP01O,CIVHFO,2024.0,0.5556
REGION,CIVHFOGCP01O,CIVHFO,2025.0,0.5208
REGION,CIVHFOGCP01O,CIVHFO,2026.0,0.4861
REGION,CIVHFOGCP01O,CIVHFO,2027.0,0.4514
REGION,CIVHFOGCP01O,CIVHFO,2028.0,0.4167
REGION,CIVHFOGCP01O,CIVHFO,2029.0,0.382
REGION,CIVHFOGCP01O,CIVHFO,2030.0,0.3472
REGION,CIVHFOGCP01O,CIVHFO,2031.0,0.3125
REGION,CIVHFOGCP01O,CIVHFO,2032.0,0.2778
REGION,CIVHFOGCP01O,CIVHFO,2033.0,0.2431
REGION,CIVHFOGCP01O,CIVHFO,2034.0,0.2083
REGION,CIVHFOGCP01O,CIVHFO,2035.0,0.1736
REGION,CIVHFOGCP01O,CIVHFO,2036.0,0.1389
REGION,CIVHFOGCP01O,CIVHFO,2037.0,0.1042
REGION,CIVHFOGCP01O,CIVHFO,2038.0,0.0694
REGION,CIVHFOGCP01O,CIVHFO,2039.0,0.0069
REGION,CIVHFOGCP01O,CIVHFO,2040.0,0.0
REGION,CIVLFODIP00X,CIVLFO,2015.0,73.2645
REGION,CIVLFODIP00X,CIVLFO,2016.0,89.21
REGION,CIVLFODIP00X,CIVLFO,2017.0,86.19
REGION,CIVLFODIP00X,CIVLFO,2018.0,89.7784
REGION,CIVLFODIP00X,CIVLFO,2019.0,104.1346
REGION,CIVLFODIP00X,CIVLFO,2020.0,104.985
REGION,CIVLFODIP00X,CIVLFO,2021.0,119.2133
REGION,CIVLFODIP00X,CIVLFO,2022.0,127.3705
REGION,CIVLFODIP00X,CIVLFO,2023.0,135.4081
REGION,CIVLFODIP00X,CIVLFO,2024.0,143.3266
REGION,CIVLFODIP00X,CIVLFO,2025.0,151.1248
REGION,CIVLFODIP00X,CIVLFO,2026.0,170.4622
REGION,CIVLFODIP00X,CIVLFO,2027.0,189.6818
REGION,CIVLFODIP00X,CIVLFO,2028.0,208.7894
REGION,CIVLFODIP00X,CIVLFO,2029.0,227.7927
REGION,CIVLFODIP00X,CIVLFO,2030.0,246.7009
REGION,CIVLFODIP00X,CIVLFO,2031.0,271.8539
REGION,CIVLFODIP00X,CIVLFO,2032.0,296.9236
REGION,CIVLFODIP00X,CIVLFO,2033.0,321.9109
REGION,CIVLFODIP00X,CIVLFO,2034.0,346.8154
REGION,CIVLFODIP00X,CIVLFO,2035.0,371.6348
REGION,CIVLFODIP00X,CIVLFO,2036.0,403.4547
REGION,CIVLFODIP00X,CIVLFO,2037.0,435.1903
REGION,CIVLFODIP00X,CIVLFO,2038.0,466.8444
REGION,CIVLFODIP00X,CIVLFO,2039.0,498.4187
REGION,CIVLFODIP00X,CIVLFO,2040.0,529.915
REGION,CIVLFOEMP00X,CIVLFO,2015.0,70.1202
REGION,CIVLFOEMP00X,CIVLFO,2016.0,51.6646
REGION,CIVLFOEMP00X,CIVLFO,2017.0,57.3985
REGION,CIVLFOEMP00X,CIVLFO,2018.0,69.031
REGION,CIVLFOEMP00X,CIVLFO,2019.0,68.2655
REGION,CIVLFOEMP00X,CIVLFO,2020.0,68.2655
REGION,CIVLFOEMP00X,CIVLFO,2021.0,66.5589
REGION,CIVLFOEMP00X,CIVLFO,2022.0,64.8522
REGION,CIVLFOEMP00X,CIVLFO,2023.0,63.1456
REGION,CIVLFOEMP00X,CIVLFO,2024.0,61.4389
REGION,CIVLFOEMP00X,CIVLFO,2025.0,59.7323
REGION,CIVLFOEMP00X,CIVLFO,2026.0,58.0257
REGION,CIVLFOEMP00X,CIVLFO,2027.0,56.319
REGION,CIVLFOEMP00X,CIVLFO,2028.0,54.6124
REGION,CIVLFOEMP00X,CIVLFO,2029.0,52.9058
REGION,CIVLFOEMP00X,CIVLFO,2030.0,51.1991
REGION,CIVLFOEMP00X,CIVLFO,2031.0,49.9191
REGION,CIVLFOEMP00X,CIVLFO,2032.0,48.6392
REGION,CIVLFOEMP00X,CIVLFO,2033.0,47.3592
REGION,CIVLFOEMP00X,CIVLFO,2034.0,46.0792
REGION,CIVLFOEMP00X,CIVLFO,2035.0,44.7992
REGION,CIVLFOEMP00X,CIVLFO,2036.0,43.5193
REGION,CIVLFOEMP00X,CIVLFO,2037.0,42.2393
REGION,CIVLFOEMP00X,CIVLFO,2038.0,40.9593
REGION,CIVLFOEMP00X,CIVLFO,2039.0,39.6793
REGION,CIVLFOEMP00X,CIVLFO,2040.0,38.3993
REGION,CIVLFOMGRID1,CIVLFO,2040.0,0.0
REGION,CIVLFORCP00X,CIVLFO,2016.0,1.5598
REGION,CIVLFORCP00X,CIVLFO,2017.0,0.8245
REGION,CIVLFORCP00X,CIVLFO,2018.0,1.7058
REGION,CIVLFORCP00X,CIVLFO,2019.0,1.6144
REGION,CIVLFORCP00X,CIVLFO,2020.0,1.3094
REGION,CIVLFORCP00X,CIVLFO,2021.0,1.4656
REGION,CIVLFORCP00X,CIVLFO,2022.0,1.4471
REGION,CIVLFORCP00X,CIVLFO,2023.0,1.429
REGION,CIVLFORCP00X,CIVLFO,2024.0,1.4112
REGION,CIVLFORCP00X,CIVLFO,2025.0,1.3938
REGION,CIVLFORCP00X,CIVLFO,2026.0,0.0685
REGION,CIVLFORCP00X,CIVLFO,2027.0,0.0685
REGION,CIVLFORCP00X,CIVLFO,2040.0,0.0
REGION,CIVLFORCP01N,CIVLFO,2040.0,0.0
REGION,CIVLFORCP01O,CIVLFO,2015.0,2.7672
REGION,CIVLFORCP01O,CIVLFO,2016.0,2.7672
REGION,CIVLFORCP01O,CIVLFO,2017.0,2.7672
REGION,CIVLFORCP01O,CIVLFO,2018.0,2.7672
REGION,CIVLFORCP01O,CIVLFO,2019.0,2.7672
REGION,CIVLFORCP01O,CIVLFO,2020.0,2.7672
REGION,CIVLFORCP01O,CIVLFO,2021.0,2.6288
REGION,CIVLFORCP01O,CIVLFO,2022.0,2.4905
REGION,CIVLFORCP01O,CIVLFO,2023.0,2.3521
REGION,CIVLFORCP01O,CIVLFO,2024.0,2.2137
REGION,CIVLFORCP01O,CIVLFO,2025.0,2.0754
REGION,CIVLFORCP01O,CIVLFO,2026.0,1.937
REGION,CIVLFORCP01O,CIVLFO,2027.0,1.7987
REGION,CIVLFORCP01O,CIVLFO,2028.0,1.6603
REGION,CIVLFORCP01O,CIVLFO,2029.0,1.522
REGION,CIVLFORCP01O,CIVLFO,2030.0,1.3836
REGION,CIVLFORCP01O,CIVLFO,2031.0,1.2452
REGION,CIVLFORCP01O,CIVLFO,2032.0,1.1069
REGION,CIVLFORCP01O,CIVLFO,2033.0,0.9685
REGION,CIVLFORCP01O,CIVLFO,2034.0,0.8302
REGION,CIVLFORCP01O,CIVLFO,2035.0,0.6918
REGION,CIVLFORCP01O,CIVLFO,2036.0,0.5534
REGION,CIVLFORCP01O,CIVLFO,2037.0,0.4151
REGION,CIVLFORCP01O,CIVLFO,2038.0,0.2767
REGION,CIVLFORCP01O,CIVLFO,2039.0,0.1384
REGION,CIVLFORCP01O,CIVLFO,2040.0,0.0
REGION,CIVLFOSALON1,CIVLFO,2040.0,0.0
REGION,CIVLNGEXP00X,CIVGAS,2040.0,0.0
REGION,CIVNGACCC01N,CIVGAS,2040.0,0.0
REGION,CIVNGACCP01N,CIVGAS,2015.0,11.8678
REGION,CIVNGACCP01N,CIVGAS,2016.0,11.8678
REGION,CIVNGACCP01N,CIVGAS,2017.0,11.8678
REGION,CIVNGACCP01N,CIVGAS,2018.0,11.8678
REGION,CIVNGACCP01N,CIVGAS,2019.0,11.8678
REGION,CIVNGACCP01N,CIVGAS,2020.0,27.0496
REGION,CIVNGACCP01N,CIVGAS,2021.0,43.8945
REGION,CIVNGACCP01N,CIVGAS,2022.0,57.3881
REGION,CIVNGACCP01N,CIVGAS,2023.0,57.2897
REGION,CIVNGACCP01N,CIVGAS,2024.0,57.1916
REGION,CIVNGACCP01N,CIVGAS,2025.0,57.0938
REGION,CIVNGACCP01N,CIVGAS,2026.0,56.9964
REGION,CIVNGACCP01N,CIVGAS,2027.0,56.8993
REGION,CIVNGACCP01N,CIVGAS,2028.0,56.8025
REGION,CIVNGACCP01N,CIVGAS,2029.0,56.7061
REGION,CIVNGACCP01N,CIVGAS,2030.0,56.61
REGION,CIVNGACCP01N,CIVGAS,2031.0,56.5142
REGION,CIVNGACCP01N,CIVGAS,2032.0,56.4187
REGION,CIVNGACCP01N,CIVGAS,2033.0,56.3236
REGION,CIVNGACCP01N,CIVGAS,2034.0,56.2288
REGION,CIVNGACCP01N,CIVGAS,2035.0,56.1343
REGION,CIVNGACCP01N,CIVGAS,2036.0,56.0401
REGION,CIVNGACCP01N,CIVGAS,2037.0,55.9462
REGION,CIVNGACCP01N,CIVGAS,2038.0,55.8527
REGION,CIVNGACCP01N,CIVGAS,2039.0,55.7594
REGION,CIVNGACCP01N,CIVGAS,2040.0,55.6665
REGION,CIVNGACCP01O,CIVGAS,2015.0,12.6292
REGION,CIVNGACCP01O,CIVGAS,2016.0,12.6292
REGION,CIVNGACCP01O,CIVGAS,2017.0,12.6292
REGION,CIVNGACCP01O,CIVGAS,2018.0,12.6292
REGION,CIVNGACCP01O,CIVGAS,2019.0,12.6292
REGION,CIVNGACCP01O,CIVGAS,2020.0,12.6292
REGION,CIVNGACCP01O,CIVGAS,2021.0,11.9977
REGION,CIVNGACCP01O,CIVGAS,2022.0,11.3662
REGION,CIVNGACCP01O,CIVGAS,2023.0,10.7348
REGION,CIVNGACCP01O,CIVGAS,2024.0,10.1033
REGION,CIVNGACCP01O,CIVGAS,2025.0,9.4719
REGION,CIVNGACCP01O,CIVGAS,2026.0,8.8404
REGION,CIVNGACCP01O,CIVGAS,2027.0,8.209
REGION,CIVNGACCP01O,CIVGAS,2028.0,7.5775
REGION,CIVNGACCP01O,CIVGAS,2029.0,6.946
REGION,CIVNGACCP01O,CIVGAS,2030.0,6.3146
REGION,CIVNGACCP01O,CIVGAS,2031.0,5.6831
REGION,CIVNGACCP01O,CIVGAS,2032.0,5.0517
REGION,CIVNGACCP01O,CIVGAS,2033.0,4.4202
REGION,CIVNGACCP01O,CIVGAS,2034.0,3.7887
REGION,CIVNGACCP01O,CIVGAS,2035.0,3.1573
REGION,CIVNGACCP01O,CIVGAS,2036.0,2.5258
REGION,CIVNGACCP01O,CIVGAS,2037.0,1.8944
REGION,CIVNGACCP01O,CIVGAS,2038.0,1.2629
REGION,CIVNGACCP01O,CIVGAS,2039.0,0.6315
REGION,CIVNGACCP01O,CIVGAS,2040.0,0.0
REGION,CIVNGADIP00X,CIVGAS,2015.0,10.4697
REGION,CIVNGADIP00X,CIVGAS,2016.0,2.2608
REGION,CIVNGADIP00X,CIVGAS,2017.0,12.817
REGION,CIVNGADIP00X,CIVGAS,2018.0,7.2143
REGION,CIVNGADIP00X,CIVGAS,2019.0,8.6458
REGION,CIVNGADIP00X,CIVGAS,2020.0,10.3614
REGION,CIVNGADIP00X,CIVGAS,2021.0,12.4175
REGION,CIVNGADIP00X,CIVGAS,2022.0,14.8816
REGION,CIVNGADIP00X,CIVGAS,2023.0,17.8346
REGION,CIVNGADIP00X,CIVGAS,2024.0,21.3736
REGION,CIVNGADIP00X,CIVGAS,2025.0,25.6148
REGION,CIVNGADIP00X,CIVGAS,2026.0,30.6977
REGION,CIVNGADIP00X,CIVGAS,2027.0,36.7891
REGION,CIVNGADIP00X,CIVGAS,2028.0,44.0894
REGION,CIVNGADIP00X,CIVGAS,2029.0,52.8382
REGION,CIVNGADIP00X,CIVGAS,2030.0,63.3231
REGION,CIVNGADIP00X,CIVGAS,2031.0,75.8886
REGION,CIVNGADIP00X,CIVGAS,2032.0,90.9475
REGION,CIVNGADIP00X,CIVGAS,2033.0,108.9946
REGION,CIVNGADIP00X,CIVGAS,2034.0,130.6228
REGION,CIVNGADIP00X,CIVGAS,2035.0,156.5428
REGION,CIVNGADIP00X,CIVGAS,2036.0,187.6063
REGION,CIVNGADIP00X,CIVGAS,2037.0,224.8338
REGION,CIVNGADIP00X,CIVGAS,2038.0,269.4485
REGION,CIVNGADIP00X,CIVGAS,2039.0,322.9163
REGION,CIVNGADIP00X,CIVGAS,2040.0,386.9939
REGION,CIVNGAGCP01N,CIVGAS,2016.0,0.1741
REGION,CIVNGAGCP01N,CIVGAS,2017.0,1.3581
REGION,CIVNGAGCP01N,CIVGAS,2018.0,0.5205
REGION,CIVNGAGCP01N,CIVGAS,2019.0,0.2853
REGION,CIVNGAGCP01N,CIVGAS,2040.0,0.0
REGION,CIVNGAGCP01O,CIVGAS,2015.0,11.9563
REGION,CIVNGAGCP01O,CIVGAS,2016.0,19.4158
REGION,CIVNGAGCP01O,CIVGAS,2017.0,38.3558
REGION,CIVNGAGCP01O,CIVGAS,2018.0,7.6712
REGION,CIVNGAGCP01O,CIVGAS,2019.0,9.0857
REGION,CIVNGAGCP01O,CIVGAS,2020.0,7.6712
REGION,CIVNGAGCP01O,CIVGAS,2021.0,7.2876
REGION,CIVNGAGCP01O,CIVGAS,2022.0,6.904
REGION,CIVNGAGCP01O,CIVGAS,2023.0,6.5205
REGION,CIVNGAGCP01O,CIVGAS,2024.0,6.1369
REGION,CIVNGAGCP01O,CIVGAS,2025.0,5.7534
REGION,CIVNGAGCP01O,CIVGAS,2026.0,5.3698
REGION,CIVNGAGCP01O,CIVGAS,2027.0,4.9863
REGION,CIVNGAGCP01O,CIVGAS,2028.0,4.6027
REGION,CIVNGAGCP01O,CIVGAS,2029.0,4.2191
REGION,CIVNGAGCP01O,CIVGAS,2030.0,3.8356
REGION,CIVNGAGCP01O,CIVGAS,2031.0,3.452
REGION,CIVNGAGCP01O,CIVGAS,2032.0,3.0685
REGION,CIVNGAGCP01O,CIVGAS,2033.0,2.6849
REGION,CIVNGAGCP01O,CIVGAS,2034.0,2.3013
REGION,CIVNGAGCP01O,CIVGAS,2035.0,1.9178
REGION,CIVNGAGCP01O,CIVGAS,2036.0,1.5342
REGION,CIVNGAGCP01O,CIVGAS,2037.0,1.1507
REGION,CIVNGAGCP01O,CIVGAS,2038.0,0.7671
REGION,CIVNGAGCP01O,CIVGAS,2039.0,0.3836
REGION,CIVNGAGCP01O,CIVGAS,2040.0,0.0
REGION,CIVSOLCNP01X,CIVSOL,2040.0,0.0
REGION,CIVSOLCSP01X,CIVSOL,2040.0,0.0
REGION,CIVSOLMGRID1,CIVSOL,2040.0,0.0
REGION,CIVSOLPRP00X,CIVSOL,2015.0,0.0205
REGION,CIVSOLPRP00X,CIVSOL,2016.0,0.0205
REGION,CIVSOLPRP00X,CIVSOL,2017.0,0.0205
REGION,CIVSOLPRP00X,CIVSOL,2018.0,0.0205
