Country,NewCapacity,CapitalInvestment,AvgCapacityCost
AGO,3.0835572068416486,7005.321474021434,2271.83120147029
BDI,0.1489999999999999,542.5175275612434,3641.0572319546554
BEN,0.1684429487247234,469.3103011983538,2786.1676891285047
BFA,0.63115000441318,1797.4637002692477,2847.9183834284577
BWA,1.2750952452675322,2035.956005359683,1596.7089618725008
CAF,0.1019964107883623,223.01807295295987,2186.528635950845
CIV,3.3019589193799797,6901.2771836601205,2090.0554344134594
CMR,1.353142823830181,1329.2701771965872,982.3576297984418
COD,1.042599967587495,2302.8451724786323,2208.7523921636584
COG,0.4058884065499946,550.3349354156279,1355.877444476457
DJI,0.03,123.872519808,4129.0839936
DZA,17.477335166156703,46273.89079026843,2647.6513925231393
EGY,56.0232897712139,123336.58828480999,2201.523487615382
ERI,0.1744733199384112,476.4893823349334,2731.0157364067663
ETH,9.200136488526706,27568.433563231145,2996.5244100031723
GAB,0.9608489310482671,2245.712757434244,2337.217313635574
GHA,2.957326927483261,7137.7780211636145,2413.5911233993984
GIN,1.125362866224422,3164.711980534431,2812.1702568274704
GMB,0.0736625028902745,206.29915533664627,2800.5993177280907
GNB,0.0808222053582232,230.56124318217434,2852.696757781753
GNQ,1.1434849639848281,1603.6295349180573,1402.4054407586723
KEN,4.257597174143688,11112.295805944614,2609.9922917624494
LBR,0.22143546425771848,594.257776987065,2683.661259857797
LBY,7.44771637897238,13683.380527660229,1837.2585409258336
LSO,1.0295050731019049,1694.6331767460624,1646.065882550848
MAR,16.980114181750764,47584.20331977093,2802.348842324727
MLI,2.3682112045443025,5395.588175321667,2278.339096178671
MOZ,3.6566226690674783,3224.404018987432,881.7984000000001
MRT,0.9400186649731355,1745.40893255012,1856.7811444467452
MWI,0.9008369877781487,1770.2256779526826,1965.0899130139185
NAM,3.9789433797739586,7748.593065845974,1947.3996803357797
NER,0.6144160583922154,1355.353486566317,2205.9213265241856
NGA,18.655479406676225,37906.29275499808,2031.9120151601453
RWA,0.4143345762637589,1500.7799062662612,3622.144981959913
SDN,7.4697339050239915,10605.311827435782,1419.771033651261
SEN,1.6474023595010978,4133.486671774845,2509.093572639192
SLE,0.5663172211830829,1502.61287037296,2653.305981467205
SOM,0.703195884874293,1345.176839174603,1912.947541516222
SSD,0.1263473230291773,287.3863611610036,2274.5741996816005
SWZ,1.5942748315937243,3297.5723577425942,2068.383877355801
TCD,1.0640677703924077,1532.0771050854132,1439.8303827212176
TGO,0.6939281163912738,1579.2039655015267,2275.7457555028464
TUN,8.753379783789809,16961.468545287928,1937.7050881190482
TZA,3.39125,9297.419550912,2741.590726402359
UGA,0.6783323120965399,1600.0264953150295,2358.764969296221
ZAF,17.249340891906037,34550.71048605546,2003.016271901021
ZMB,2.5041305453547253,5494.814735007794,2194.3004310222254
ZWE,1.149876788262044,2503.0314812652296,2176.782336
