Country,y,f,Total annual production (GWh),Source,Scenario,Carbon Price
ZWE,2020.0,BIO,387.222222532,Biomass,Bottom-up,No
ZWE,2020.0,COA,4607.1666703524,Coal,Bottom-up,No
ZWE,2020.0,HYD,4148.8611144302,Hydropower,Bottom-up,No
ZWE,2020.0,Imports (ZMB),1987.1666682564005,Imports (ZMB),Bottom-up,No
ZWE,2020.0,SOL,9.2777777852,Solar,Bottom-up,No
ZWE,2021.0,BIO,367.8611114054,Biomass,Bottom-up,No
ZWE,2021.0,COA,7439.805561507401,Coal,Bottom-up,No
ZWE,2021.0,HYD,4148.8611144302,Hydropower,Bottom-up,No
ZWE,2021.0,Imports (ZAF),1375.0277788778,Imports (ZAF),Bottom-up,No
ZWE,2021.0,SOL,9.2777777852,Solar,Bottom-up,No
ZWE,2022.0,BIO,348.5000002788,Biomass,Bottom-up,No
ZWE,2022.0,COA,10847.4722309002,Coal,Bottom-up,No
ZWE,2022.0,HYD,4148.8611144302,Hydropower,Bottom-up,No
ZWE,2022.0,Imports (ZAF),726.5833339146,Imports (ZAF),Bottom-up,No
ZWE,2022.0,SOL,9.2777777852,Solar,Bottom-up,No
ZWE,2023.0,BIO,329.1388891522,Biomass,Bottom-up,No
ZWE,2023.0,COA,12562.7222322724,Coal,Bottom-up,No
ZWE,2023.0,HYD,4148.8611144302,Hydropower,Bottom-up,No
ZWE,2023.0,Imports (MOZ),117.0277778714,Imports (MOZ),Bottom-up,No
ZWE,2023.0,Imports (ZAF),1801.5000014412,Imports (ZAF),Bottom-up,No
ZWE,2023.0,SOL,9.2777777852,Solar,Bottom-up,No
ZWE,2024.0,BIO,309.7777780256,Biomass,Bottom-up,No
ZWE,2024.0,COA,12170.6666764032,Coal,Bottom-up,No
ZWE,2024.0,HYD,4148.8611144302,Hydropower,Bottom-up,No
ZWE,2024.0,Imports (ZAF),822.4166673246001,Imports (ZAF),Bottom-up,No
ZWE,2024.0,SOL,9.2777777852,Solar,Bottom-up,No
ZWE,2025.0,BIO,193.611111266,Biomass,Bottom-up,No
ZWE,2025.0,COA,11778.611120534,Coal,Bottom-up,No
ZWE,2025.0,HYD,4148.8611144302,Hydropower,Bottom-up,No
ZWE,2025.0,Imports (MOZ),301.3333335744,Imports (MOZ),Bottom-up,No
ZWE,2025.0,SOL,9.2777777852,Solar,Bottom-up,No
ZWE,2026.0,BIO,174.2500001394,Biomass,Bottom-up,No
ZWE,2026.0,COA,11386.527786887002,Coal,Bottom-up,No
ZWE,2026.0,HYD,4148.8611144302,Hydropower,Bottom-up,No
ZWE,2026.0,Imports (MOZ),384.7500003078,Imports (MOZ),Bottom-up,No
