Country,y,f,Total annual production (GWh),Source,Scenario,Carbon Price
GNB,2020.0,Imports (GIN),0.7500000006,Imports (GIN),Bottom-up,No
GNB,2020.0,Imports (GMB),52.4444444864,Imports (GMB),Bottom-up,No
GNB,2020.0,LFO,92.6944445186,Light Fuel Oil,Bottom-up,No
GNB,2020.0,SOL,0.3888888892,Solar,Bottom-up,No
GNB,2021.0,Imports (GIN),217.9444446188,Imports (GIN),Bottom-up,No
GNB,2021.0,LFO,63.3055556062,Light Fuel Oil,Bottom-up,No
GNB,2021.0,SOL,29.7777778016,Solar,Bottom-up,No
GNB,2022.0,Imports (GIN),313.47222247300004,Imports (GIN),Bottom-up,No
GNB,2022.0,LFO,61.416666715800005,Light Fuel Oil,Bottom-up,No
GNB,2022.0,SOL,31.6388889142,Solar,Bottom-up,No
GNB,2023.0,HYD,2.5277777798,Hydropower,Bottom-up,No
GNB,2023.0,Imports (GIN),238.5555557464,Imports (GIN),Bottom-up,No
GNB,2023.0,LFO,60.72222227080001,Light Fuel Oil,Bottom-up,No
GNB,2023.0,SOL,31.6111111364,Solar,Bottom-up,No
GNB,2024.0,HYD,176.7222223636,Hydropower,Bottom-up,No
GNB,2024.0,Imports (GIN),139.63888900060002,Imports (GIN),Bottom-up,No
GNB,2024.0,LFO,52.472222264200006,Light Fuel Oil,Bottom-up,No
GNB,2024.0,SOL,31.6111111364,Solar,Bottom-up,No
GNB,2025.0,HYD,176.7222223636,Hydropower,Bottom-up,No
GNB,2025.0,Imports (GIN),208.6666668336,Imports (GIN),Bottom-up,No
GNB,2025.0,LFO,52.361111153,Light Fuel Oil,Bottom-up,No
GNB,2025.0,SOL,34.861111139,Solar,Bottom-up,No
GNB,2026.0,HYD,440.6666670192,Hydropower,Bottom-up,No
GNB,2026.0,LFO,47.6666667048,Light Fuel Oil,Bottom-up,No
GNB,2026.0,SOL,45.972222259000006,Solar,Bottom-up,No
GNB,2027.0,HYD,483.9722226094,Hydropower,Bottom-up,No
GNB,2027.0,LFO,35.972222251000005,Light Fuel Oil,Bottom-up,No
GNB,2027.0,SOL,58.9722222694,Solar,Bottom-up,No
GNB,2028.0,HYD,532.8333337596,Hydropower,Bottom-up,No
GNB,2028.0,LFO,26.2222222432,Light Fuel Oil,Bottom-up,No
GNB,2028.0,SOL,61.7500000494,Solar,Bottom-up,No
GNB,2029.0,HYD,532.8333337596,Hydropower,Bottom-up,No
GNB,2029.0,LFO,24.0555555748,Light Fuel Oil,Bottom-up,No
GNB,2029.0,SOL,67.777777832,Solar,Bottom-up,No
GNB,2030.0,HYD,532.8333337596,Hydropower,Bottom-up,No
GNB,2030.0,LFO,21.8611111286,Light Fuel Oil,Bottom-up,No
GNB,2030.0,SOL,78.3611111738,Solar,Bottom-up,No
GNB,2020.0,Imports (GMB),16.5555555688,Imports (GMB),Bottom-up,High
GNB,2020.0,LFO,88.8333334044,Light Fuel Oil,Bottom-up,High
GNB,2020.0,SOL,46.91666670420001,Solar,Bottom-up,High
GNB,2021.0,Imports (GIN),218.472222397,Imports (GIN),Bottom-up,High
GNB,2021.0,LFO,58.5277778246,Light Fuel Oil,Bottom-up,High
GNB,2021.0,SOL,48.0833333718,Solar,Bottom-up,High
GNB,2022.0,Imports (GIN),129.2500001034,Imports (GIN),Bottom-up,High
GNB,2022.0,LFO,78.94444450760001,Light Fuel Oil,Bottom-up,High
GNB,2022.0,SOL,48.055555594000005,Solar,Bottom-up,High
GNB,2023.0,HYD,246.5000001972,Hydropower,Bottom-up,High
GNB,2023.0,LFO,38.0000000304,Light Fuel Oil,Bottom-up,High
GNB,2023.0,SOL,48.0277778162,Solar,Bottom-up,High
GNB,2024.0,HYD,310.00000024800005,Hydropower,Bottom-up,High
GNB,2024.0,LFO,35.52777780620001,Light Fuel Oil,Bottom-up,High
GNB,2024.0,SOL,48.0277778162,Solar,Bottom-up,High
GNB,2025.0,HYD,380.5833336378,Hydropower,Bottom-up,High
GNB,2025.0,LFO,33.3611111378,Light Fuel Oil,Bottom-up,High
GNB,2025.0,SOL,48.0000000384,Solar,Bottom-up,High
GNB,2026.0,HYD,451.08333369420006,Hydropower,Bottom-up,High
GNB,2026.0,LFO,31.194444469400004,Light Fuel Oil,Bottom-up,High
GNB,2026.0,SOL,47.972222260600006,Solar,Bottom-up,High
GNB,2027.0,HYD,468.9722225974001,Hydropower,Bottom-up,High
GNB,2027.0,LFO,29.0555555788,Light Fuel Oil,Bottom-up,High
GNB,2027.0,SOL,52.638888931,Solar,Bottom-up,High
