Country,y,f,Total annual production (GWh),Source,Scenario,Carbon Price
ERI,2020.0,HFO,472.4166670446001,Heavy Fuel Oil,Bottom-up,No
ERI,2020.0,LFO,53.055555598000005,Light Fuel Oil,Bottom-up,No
ERI,2020.0,SOL,1.7777777792000002,Solar,Bottom-up,No
ERI,2020.0,WIN,1.1666666676,Wind,Bottom-up,No
ERI,2021.0,BIO,43.194444479000005,Biomass,Bottom-up,No
ERI,2021.0,HFO,561.4722226714,Heavy Fuel Oil,Bottom-up,No
ERI,2021.0,LFO,50.5833333738,Light Fuel Oil,Bottom-up,No
ERI,2021.0,SOL,1.7777777792000002,Solar,Bottom-up,No
ERI,2021.0,WIN,1.111111112,Wind,Bottom-up,No
ERI,2022.0,BIO,103.0277778602,Biomass,Bottom-up,No
ERI,2022.0,HFO,625.3055560558,Heavy Fuel Oil,Bottom-up,No
ERI,2022.0,LFO,49.555555595200005,Light Fuel Oil,Bottom-up,No
ERI,2022.0,SOL,5.8055555602,Solar,Bottom-up,No
ERI,2022.0,WIN,1.0277777786000002,Wind,Bottom-up,No
ERI,2023.0,BIO,167.05555568920002,Biomass,Bottom-up,No
ERI,2023.0,HFO,672.2777783156,Heavy Fuel Oil,Bottom-up,No
ERI,2023.0,LFO,44.694444480200005,Light Fuel Oil,Bottom-up,No
ERI,2023.0,SOL,22.5555555736,Solar,Bottom-up,No
ERI,2023.0,WIN,0.972222223,Wind,Bottom-up,No
ERI,2024.0,BIO,167.05555568920002,Biomass,Bottom-up,No
ERI,2024.0,GEO,659.8333338612,Geothermal,Bottom-up,No
ERI,2024.0,HFO,138.6388889998,Heavy Fuel Oil,Bottom-up,No
ERI,2024.0,LFO,43.05555559,Light Fuel Oil,Bottom-up,No
ERI,2024.0,SOL,22.5555555736,Solar,Bottom-up,No
ERI,2024.0,WIN,0.9166666674,Wind,Bottom-up,No
ERI,2025.0,BIO,167.05555568920002,Biomass,Bottom-up,No
