Country,NewCapacity,CapitalInvestment,AvgCapacityCost
AGO,2.8771708300714383,6823.330297203666,2371.541594224437
BDI,0.16094420806350201,562.297659260004,3493.7427449277598
BEN,0.1862348986623838,512.3157503648121,2750.9116392495503
BFA,0.7277159084256394,2051.85867299097,2819.5874918139652
BWA,2.04471319633668,3111.3801553354656,1521.6706973427042
CAF,0.1371063797660342,306.0173435651089,2231.9701248571623
CIV,4.333826949305647,8955.62772850187,2066.4479300302273
CMR,1.396620334170699,1272.4270601753346,911.075851498962
COD,0.8223136918153262,1823.3298985145502,2217.316720690126
COG,0.5848143855400136,708.2003647043392,1210.9831464737172
DJI,0.03,123.872519808,4129.0839936
DZA,20.319921604692095,40867.38157575572,2011.197797452082
EGY,56.062746416056974,123469.97963988205,2202.353390316942
ERI,0.30288425283562403,939.704555316093,3102.5203407523227
ETH,9.200136488526706,27568.433563231145,2996.5244100031723
GAB,0.8959850770239521,2086.1772667774117,2328.361621497902
GHA,5.0739826730805575,11976.718747636063,2360.4177466307074
GIN,1.2640302338897975,3560.8883684585408,2817.0911367369963
GMB,0.19081410915096808,541.0142720805726,2835.2949081586708
GNB,0.1660539461083154,477.97475944771156,2878.430598306488
GNQ,1.0799904109461387,1590.1688881426862,1472.3916731349489
KEN,5.820092115059227,17377.962822515856,2985.8570068936124
LBR,0.412158412612693,1142.7275350451282,2772.5444879344345
LBY,7.692580659531112,13582.479048403098,1765.6596205558662
LSO,1.5989012954325075,2497.4021777875214,1561.9489363863245
MAR,20.11647682570566,43035.650390077506,2139.3234393353005
MLI,2.6100191473090053,6386.176289235415,2446.792888787702
MOZ,3.568386297557881,3146.5973277684634,881.7984
MRT,1.1038239913680983,2051.8068559267476,1858.8170505188089
MWI,1.2996769189644055,2202.388418202985,1694.5660772046858
NAM,4.918860475986541,7146.66560958992,1452.9108203982069
NER,0.4196339828533338,910.6566442238842,2170.121299594956
NGA,10.83597311310398,21823.842803865722,2014.0178068063008
RWA,0.9292067583150161,1961.8342471691974,2111.30001973587
SDN,7.71159433400657,11514.77235354395,1493.176618843413
SEN,1.9096041202309963,4739.085834099041,2481.7111483430267
SLE,1.4204088553240783,3896.1351001438243,2742.9673403823494
SOM,2.061444063405632,3773.936776701403,1830.724802916373
SSD,0.13129666276811408,304.39565268428726,2318.380728548197
SWZ,1.8484434757054973,3651.4054961019897,1975.394727560362
TCD,2.788658650733599,3642.625066051027,1306.2283779668692
TGO,0.9366402817868403,2106.1522511720527,2248.624463549784
TUN,9.2244787323825,17741.02792339825,1923.2553337803722
TZA,6.499239275394093,16284.475297483836,2505.597133365489
UGA,1.0349460663703738,2397.49930541169,2316.545164348402
ZAF,19.6184666429385,40006.08855127517,2039.205676946981
ZMB,2.429915832612435,5334.66871350074,2195.4129611828434
ZWE,0.989203433278189,2153.280560270517,2176.7823360000007
