r,t,e,y,AnnualTechnologyEmission
REGION,MARSOLPSP00X,MARREN,2030.0,-24.2835
REGION,MARSOLPSP00X,MARREN,2031.0,-24.2835
REGION,MARSOLPSP00X,MARREN,2032.0,-24.2835
REGION,MARSOLPSP00X,MARREN,2033.0,-24.2835
REGION,MARSOLPSP00X,MARREN,2034.0,-24.2835
REGION,MARSOLPSP00X,MARREN,2035.0,-24.2835
REGION,MARSOLPSP00X,MARREN,2036.0,-24.2835
REGION,MARSOLPSP00X,MARREN,2037.0,-24.2835
REGION,MARSOLPSP00X,MARREN,2038.0,-24.2835
REGION,MARSOLPSP00X,MARREN,2039.0,-24.2835
REGION,MARSOLPSP00X,MARREN,2040.0,-22.0759
REGION,MARSOLPUP00X,MARCO2,2015.0,0.0
REGION,MARSOLPUP00X,MARCO2,2016.0,0.0
REGION,MARSOLPUP00X,MARCO2,2017.0,0.0
REGION,MARSOLPUP00X,MARCO2,2018.0,0.0
REGION,MARSOLPUP00X,MARCO2,2019.0,0.0
REGION,MARSOLPUP00X,MARCO2,2020.0,0.0
REGION,MARSOLPUP00X,MARCO2,2021.0,0.0
REGION,MARSOLPUP00X,MARCO2,2022.0,0.0
REGION,MARSOLPUP00X,MARCO2,2023.0,0.0
REGION,MARSOLPUP00X,MARCO2,2024.0,0.0
REGION,MARSOLPUP00X,MARCO2,2025.0,0.0
REGION,MARSOLPUP00X,MARCO2,2026.0,0.0
REGION,MARSOLPUP00X,MARCO2,2027.0,0.0
REGION,MARSOLPUP00X,MARCO2,2028.0,0.0
REGION,MARSOLPUP00X,MARCO2,2029.0,0.0
REGION,MARSOLPUP00X,MARCO2,2030.0,0.0
REGION,MARSOLPUP00X,MARCO2,2031.0,0.0
REGION,MARSOLPUP00X,MARCO2,2032.0,0.0
REGION,MARSOLPUP00X,MARCO2,2033.0,0.0
REGION,MARSOLPUP00X,MARCO2,2034.0,0.0
REGION,MARSOLPUP00X,MARCO2,2035.0,0.0
REGION,MARSOLPUP00X,MARCO2,2036.0,0.0
REGION,MARSOLPUP00X,MARCO2,2037.0,0.0
REGION,MARSOLPUP00X,MARCO2,2038.0,0.0
REGION,MARSOLPUP00X,MARCO2,2039.0,0.0
REGION,MARSOLPUP00X,MARCO2,2040.0,0.0
REGION,MARSOLPUP00X,MARREN,2015.0,0.0
REGION,MARSOLPUP00X,MARREN,2016.0,0.0
REGION,MARSOLPUP00X,MARREN,2017.0,0.0
REGION,MARSOLPUP00X,MARREN,2018.0,0.0
REGION,MARSOLPUP00X,MARREN,2019.0,0.0
REGION,MARSOLPUP00X,MARREN,2020.0,0.0
REGION,MARSOLPUP00X,MARREN,2021.0,-8.807
REGION,MARSOLPUP00X,MARREN,2022.0,-12.5202
REGION,MARSOLPUP00X,MARREN,2023.0,-15.9265
REGION,MARSOLPUP00X,MARREN,2024.0,-19.0459
REGION,MARSOLPUP00X,MARREN,2025.0,-21.8966
REGION,MARSOLPUP00X,MARREN,2026.0,-24.4955
REGION,MARSOLPUP00X,MARREN,2027.0,-26.8579
REGION,MARSOLPUP00X,MARREN,2028.0,-28.9981
REGION,MARSOLPUP00X,MARREN,2029.0,-30.9292
REGION,MARSOLPUP00X,MARREN,2030.0,-32.6631
REGION,MARSOLPUP00X,MARREN,2031.0,-37.6573
REGION,MARSOLPUP00X,MARREN,2032.0,-39.536
REGION,MARSOLPUP00X,MARREN,2033.0,-48.4032
REGION,MARSOLPUP00X,MARREN,2034.0,-53.781
REGION,MARSOLPUP00X,MARREN,2035.0,-59.1618
REGION,MARSOLPUP00X,MARREN,2036.0,-65.585
REGION,MARSOLPUP00X,MARREN,2037.0,-70.9946
REGION,MARSOLPUP00X,MARREN,2038.0,-73.0111
REGION,MARSOLPUP00X,MARREN,2039.0,-81.8782
REGION,MARSOLPUP00X,MARREN,2040.0,-84.6498
REGION,MARURNPWP01N,MARCO2,2040.0,0.0
REGION,MARURNPWP01N,MARREN,2040.0,0.0
REGION,MARURNPWP01O,MARCO2,2040.0,0.0
REGION,MARURNPWP01O,MARREN,2040.0,0.0
REGION,MARWINOFP00X,MARCO2,2040.0,0.0
REGION,MARWINOFP00X,MARREN,2040.0,0.0
REGION,MARWINONP00X,MARCO2,2015.0,0.0013
REGION,MARWINONP00X,MARCO2,2016.0,0.0015
REGION,MARWINONP00X,MARCO2,2017.0,0.0017
REGION,MARWINONP00X,MARCO2,2018.0,0.0017
REGION,MARWINONP00X,MARCO2,2019.0,0.0017
REGION,MARWINONP00X,MARCO2,2020.0,0.0017
REGION,MARWINONP00X,MARCO2,2021.0,0.0025
REGION,MARWINONP00X,MARCO2,2022.0,0.0032
REGION,MARWINONP00X,MARCO2,2023.0,0.0032
REGION,MARWINONP00X,MARCO2,2024.0,0.0031
REGION,MARWINONP00X,MARCO2,2025.0,0.003
REGION,MARWINONP00X,MARCO2,2026.0,0.003
REGION,MARWINONP00X,MARCO2,2027.0,0.0029
REGION,MARWINONP00X,MARCO2,2028.0,0.0028
REGION,MARWINONP00X,MARCO2,2029.0,0.0028
REGION,MARWINONP00X,MARCO2,2030.0,0.0027
REGION,MARWINONP00X,MARCO2,2031.0,0.0026
REGION,MARWINONP00X,MARCO2,2032.0,0.0026
REGION,MARWINONP00X,MARCO2,2033.0,0.0025
REGION,MARWINONP00X,MARCO2,2034.0,0.0024
REGION,MARWINONP00X,MARCO2,2035.0,0.0024
REGION,MARWINONP00X,MARCO2,2036.0,0.0023
REGION,MARWINONP00X,MARCO2,2037.0,0.0022
REGION,MARWINONP00X,MARCO2,2038.0,0.0022
REGION,MARWINONP00X,MARCO2,2039.0,0.0021
REGION,MARWINONP00X,MARCO2,2040.0,0.002
REGION,MARWINONP00X,MARREN,2015.0,0.0
REGION,MARWINONP00X,MARREN,2016.0,0.0
REGION,MARWINONP00X,MARREN,2017.0,0.0
REGION,MARWINONP00X,MARREN,2018.0,0.0
REGION,MARWINONP00X,MARREN,2019.0,0.0
REGION,MARWINONP00X,MARREN,2020.0,0.0
REGION,MARWINONP00X,MARREN,2021.0,-10.6628
REGION,MARWINONP00X,MARREN,2022.0,-13.4253
REGION,MARWINONP00X,MARREN,2023.0,-12.6273
REGION,MARWINONP00X,MARREN,2024.0,-11.8733
REGION,MARWINONP00X,MARREN,2025.0,-11.1607
REGION,MARWINONP00X,MARREN,2026.0,-10.4868
REGION,MARWINONP00X,MARREN,2027.0,-9.8493
REGION,MARWINONP00X,MARREN,2028.0,-9.246
REGION,MARWINONP00X,MARREN,2029.0,-8.6748
REGION,MARWINONP00X,MARREN,2030.0,-8.134
REGION,MARWINONP00X,MARREN,2031.0,-7.9336
REGION,MARWINONP00X,MARREN,2032.0,-7.7332
REGION,MARWINONP00X,MARREN,2033.0,-7.5328
REGION,MARWINONP00X,MARREN,2034.0,-7.3324
REGION,MARWINONP00X,MARREN,2035.0,-7.1321
REGION,MARWINONP00X,MARREN,2036.0,-6.9317
REGION,MARWINONP00X,MARREN,2037.0,-6.7313
REGION,MARWINONP00X,MARREN,2038.0,-6.5309
REGION,MARWINONP00X,MARREN,2039.0,-6.3305
REGION,MARWINONP00X,MARREN,2040.0,-6.1301
REGION,MLIBIOCHC01N,MLICO2,2040.0,0.0
REGION,MLIBIOCHC01N,MLIREN,2040.0,0.0
REGION,MLIBIOCHP01N,MLICO2,2040.0,0.0
REGION,MLIBIOCHP01N,MLIREN,2040.0,0.0
REGION,MLIBIOCHP01O,MLICO2,2040.0,0.0
REGION,MLIBIOCHP01O,MLIREN,2040.0,0.0
REGION,MLICOASCC01N,MLICO2,2040.0,0.0
REGION,MLICOASCC01N,MLIREN,2040.0,0.0
REGION,MLICOASCP01N,MLICO2,2037.0,0.6792
REGION,MLICOASCP01N,MLICO2,2038.0,1.3277
REGION,MLICOASCP01N,MLICO2,2039.0,1.2243
REGION,MLICOASCP01N,MLICO2,2040.0,1.8614
REGION,MLICOASCP01N,MLIREN,2037.0,2.6263
REGION,MLICOASCP01N,MLIREN,2038.0,5.1341
REGION,MLICOASCP01N,MLIREN,2039.0,4.734
REGION,MLICOASCP01N,MLIREN,2040.0,7.1975
REGION,MLICOASCP01O,MLICO2,2040.0,0.0
REGION,MLICOASCP01O,MLIREN,2040.0,0.0
REGION,MLIHFOGCP01N,MLICO2,2040.0,0.0
REGION,MLIHFOGCP01N,MLIREN,2040.0,0.0
REGION,MLIHFOGCP01O,MLICO2,2015.0,0.8236
REGION,MLIHFOGCP01O,MLICO2,2016.0,0.8236
REGION,MLIHFOGCP01O,MLICO2,2017.0,0.8236
REGION,MLIHFOGCP01O,MLICO2,2018.0,0.8236
REGION,MLIHFOGCP01O,MLICO2,2019.0,0.8236
REGION,MLIHFOGCP01O,MLICO2,2020.0,0.1647
REGION,MLIHFOGCP01O,MLICO2,2021.0,0.1565
REGION,MLIHFOGCP01O,MLICO2,2022.0,0.3651
REGION,MLIHFOGCP01O,MLICO2,2023.0,0.14
REGION,MLIHFOGCP01O,MLICO2,2024.0,0.1318
REGION,MLIHFOGCP01O,MLICO2,2025.0,0.1235
REGION,MLIHFOGCP01O,MLICO2,2026.0,0.1153
REGION,MLIHFOGCP01O,MLICO2,2027.0,0.1071
REGION,MLIHFOGCP01O,MLICO2,2028.0,0.0988
REGION,MLIHFOGCP01O,MLICO2,2029.0,0.0906
REGION,MLIHFOGCP01O,MLICO2,2030.0,0.0824
REGION,MLIHFOGCP01O,MLICO2,2031.0,0.0741
REGION,MLIHFOGCP01O,MLICO2,2032.0,0.0659
REGION,MLIHFOGCP01O,MLICO2,2033.0,0.0577
REGION,MLIHFOGCP01O,MLICO2,2034.0,0.0494
REGION,MLIHFOGCP01O,MLICO2,2035.0,0.0412
REGION,MLIHFOGCP01O,MLICO2,2036.0,0.0329
REGION,MLIHFOGCP01O,MLICO2,2037.0,0.0247
REGION,MLIHFOGCP01O,MLICO2,2038.0,0.0165
REGION,MLIHFOGCP01O,MLICO2,2039.0,0.0082
REGION,MLIHFOGCP01O,MLICO2,2040.0,0.0
REGION,MLIHFOGCP01O,MLIREN,2015.0,0.0
REGION,MLIHFOGCP01O,MLIREN,2016.0,0.0
REGION,MLIHFOGCP01O,MLIREN,2017.0,0.0
REGION,MLIHFOGCP01O,MLIREN,2018.0,0.0
REGION,MLIHFOGCP01O,MLIREN,2019.0,0.0
REGION,MLIHFOGCP01O,MLIREN,2020.0,0.0
REGION,MLIHFOGCP01O,MLIREN,2021.0,0.8321
REGION,MLIHFOGCP01O,MLIREN,2022.0,1.9416
REGION,MLIHFOGCP01O,MLIREN,2023.0,0.7445
REGION,MLIHFOGCP01O,MLIREN,2024.0,0.7007
REGION,MLIHFOGCP01O,MLIREN,2025.0,0.6569
REGION,MLIHFOGCP01O,MLIREN,2026.0,0.6131
REGION,MLIHFOGCP01O,MLIREN,2027.0,0.5693
REGION,MLIHFOGCP01O,MLIREN,2028.0,0.5255
REGION,MLIHFOGCP01O,MLIREN,2029.0,0.4817
REGION,MLIHFOGCP01O,MLIREN,2030.0,0.438
REGION,MLIHFOGCP01O,MLIREN,2031.0,0.3942
REGION,MLIHFOGCP01O,MLIREN,2032.0,0.3504
REGION,MLIHFOGCP01O,MLIREN,2033.0,0.3066
REGION,MLIHFOGCP01O,MLIREN,2034.0,0.2628
REGION,MLIHFOGCP01O,MLIREN,2035.0,0.219
REGION,MLIHFOGCP01O,MLIREN,2036.0,0.1752
REGION,MLIHFOGCP01O,MLIREN,2037.0,0.1314
REGION,MLIHFOGCP01O,MLIREN,2038.0,0.0876
REGION,MLIHFOGCP01O,MLIREN,2039.0,0.0438
REGION,MLIHFOGCP01O,MLIREN,2040.0,0.0
REGION,MLIHYDLSP00X,MLICO2,2015.0,0.0005
REGION,MLIHYDLSP00X,MLICO2,2016.0,0.0005
REGION,MLIHYDLSP00X,MLICO2,2017.0,0.0005
REGION,MLIHYDLSP00X,MLICO2,2018.0,0.0005
REGION,MLIHYDLSP00X,MLICO2,2019.0,0.0009
REGION,MLIHYDLSP00X,MLICO2,2020.0,0.0009
REGION,MLIHYDLSP00X,MLICO2,2021.0,0.0009
REGION,MLIHYDLSP00X,MLICO2,2022.0,0.0009
REGION,MLIHYDLSP00X,MLICO2,2023.0,0.0029
REGION,MLIHYDLSP00X,MLICO2,2024.0,0.0029
REGION,MLIHYDLSP00X,MLICO2,2025.0,0.0029
REGION,MLIHYDLSP00X,MLICO2,2026.0,0.0029
REGION,MLIHYDLSP00X,MLICO2,2027.0,0.0029
REGION,MLIHYDLSP00X,MLICO2,2028.0,0.0029
REGION,MLIHYDLSP00X,MLICO2,2029.0,0.0029
REGION,MLIHYDLSP00X,MLICO2,2030.0,0.0029
REGION,MLIHYDLSP00X,MLICO2,2031.0,0.0029
REGION,MLIHYDLSP00X,MLICO2,2032.0,0.0029
REGION,MLIHYDLSP00X,MLICO2,2033.0,0.0029
REGION,MLIHYDLSP00X,MLICO2,2034.0,0.0029
REGION,MLIHYDLSP00X,MLICO2,2035.0,0.0029
REGION,MLIHYDLSP00X,MLICO2,2036.0,0.0029
REGION,MLIHYDLSP00X,MLICO2,2037.0,0.0029
REGION,MLIHYDLSP00X,MLICO2,2038.0,0.0029
REGION,MLIHYDLSP00X,MLICO2,2039.0,0.0029
REGION,MLIHYDLSP00X,MLICO2,2040.0,0.0029
REGION,MLIHYDMSP00X,MLICO2,2015.0,0.0003
REGION,MLIHYDMSP00X,MLICO2,2016.0,0.0003
REGION,MLIHYDMSP00X,MLICO2,2017.0,0.0003
REGION,MLIHYDMSP00X,MLICO2,2018.0,0.0003
REGION,MLIHYDMSP00X,MLICO2,2019.0,0.0003
REGION,MLIHYDMSP00X,MLICO2,2020.0,0.0003
REGION,MLIHYDMSP00X,MLICO2,2021.0,0.0003
REGION,MLIHYDMSP00X,MLICO2,2022.0,0.0003
REGION,MLIHYDMSP00X,MLICO2,2023.0,0.002
REGION,MLIHYDMSP00X,MLICO2,2024.0,0.002
REGION,MLIHYDMSP00X,MLICO2,2025.0,0.002
REGION,MLIHYDMSP00X,MLICO2,2026.0,0.002
REGION,MLIHYDMSP00X,MLICO2,2027.0,0.002
REGION,MLIHYDMSP00X,MLICO2,2028.0,0.002
REGION,MLIHYDMSP00X,MLICO2,2029.0,0.002
REGION,MLIHYDMSP00X,MLICO2,2030.0,0.002
REGION,MLIHYDMSP00X,MLICO2,2031.0,0.002
REGION,MLIHYDMSP00X,MLICO2,2032.0,0.002
REGION,MLIHYDMSP00X,MLICO2,2033.0,0.002
REGION,MLIHYDMSP00X,MLICO2,2034.0,0.002
REGION,MLIHYDMSP00X,MLICO2,2035.0,0.002
REGION,MLIHYDMSP00X,MLICO2,2036.0,0.002
REGION,MLIHYDMSP00X,MLICO2,2037.0,0.002
REGION,MLIHYDMSP00X,MLICO2,2038.0,0.002
REGION,MLIHYDMSP00X,MLICO2,2039.0,0.002
REGION,MLIHYDMSP00X,MLICO2,2040.0,0.002
REGION,MLIHYDMSP00X,MLIREN,2015.0,0.0
REGION,MLIHYDMSP00X,MLIREN,2016.0,0.0
REGION,MLIHYDMSP00X,MLIREN,2017.0,0.0
REGION,MLIHYDMSP00X,MLIREN,2018.0,0.0
REGION,MLIHYDMSP00X,MLIREN,2019.0,0.0
REGION,MLIHYDMSP00X,MLIREN,2020.0,0.0
REGION,MLIHYDMSP00X,MLIREN,2021.0,-34.146
REGION,MLIHYDMSP00X,MLIREN,2022.0,-16.545
REGION,MLIHYDMSP00X,MLIREN,2023.0,-60.5842
REGION,MLIHYDMSP00X,MLIREN,2024.0,-43.9402
REGION,MLIHYDMSP00X,MLIREN,2025.0,-33.9538
REGION,MLIHYDMSP00X,MLIREN,2026.0,-27.2962
REGION,MLIHYDMSP00X,MLIREN,2027.0,-22.5407
REGION,MLIHYDMSP00X,MLIREN,2028.0,-18.9742
REGION,MLIHYDMSP00X,MLIREN,2029.0,-16.2002
REGION,MLIHYDMSP00X,MLIREN,2030.0,-13.981
REGION,MLIHYDMSP00X,MLIREN,2031.0,-13.981
REGION,MLIHYDMSP00X,MLIREN,2032.0,-13.981
REGION,MLIHYDMSP00X,MLIREN,2033.0,-13.981
REGION,MLIHYDMSP00X,MLIREN,2034.0,-13.981
REGION,MLIHYDMSP00X,MLIREN,2035.0,-13.981
REGION,MLIHYDMSP00X,MLIREN,2036.0,-13.981
REGION,MLIHYDMSP00X,MLIREN,2037.0,-13.981
REGION,MLIHYDMSP00X,MLIREN,2038.0,-13.981
REGION,MLIHYDMSP00X,MLIREN,2039.0,-13.981
REGION,MLIHYDMSP00X,MLIREN,2040.0,-13.981
REGION,MLIHYDSSP00X,MLICO2,2015.0,0.0
REGION,MLIHYDSSP00X,MLICO2,2016.0,0.0
REGION,MLIHYDSSP00X,MLICO2,2017.0,0.0
REGION,MLIHYDSSP00X,MLICO2,2018.0,0.0
REGION,MLIHYDSSP00X,MLICO2,2019.0,0.0
REGION,MLIHYDSSP00X,MLICO2,2020.0,0.0
REGION,MLIHYDSSP00X,MLICO2,2021.0,0.0
REGION,MLIHYDSSP00X,MLICO2,2022.0,0.0
REGION,MLIHYDSSP00X,MLICO2,2023.0,0.0
REGION,MLIHYDSSP00X,MLICO2,2024.0,0.0
REGION,MLIHYDSSP00X,MLICO2,2025.0,0.0
REGION,MLIHYDSSP00X,MLICO2,2026.0,0.0
REGION,MLIHYDSSP00X,MLICO2,2027.0,0.0
REGION,MLIHYDSSP00X,MLICO2,2028.0,0.0
REGION,MLIHYDSSP00X,MLICO2,2029.0,0.0
REGION,MLIHYDSSP00X,MLICO2,2030.0,0.0
REGION,MLIHYDSSP00X,MLICO2,2031.0,0.0
REGION,MLIHYDSSP00X,MLICO2,2032.0,0.0
REGION,MLIHYDSSP00X,MLICO2,2033.0,0.0
REGION,MLIHYDSSP00X,MLICO2,2034.0,0.0
REGION,MLIHYDSSP00X,MLICO2,2035.0,0.0
REGION,MLIHYDSSP00X,MLICO2,2036.0,0.0
REGION,MLIHYDSSP00X,MLICO2,2037.0,0.0
REGION,MLIHYDSSP00X,MLICO2,2038.0,0.0
REGION,MLIHYDSSP00X,MLICO2,2039.0,0.0
REGION,MLIHYDSSP00X,MLICO2,2040.0,0.0
REGION,MLIHYDSSP00X,MLIREN,2015.0,0.0
REGION,MLIHYDSSP00X,MLIREN,2016.0,0.0
REGION,MLIHYDSSP00X,MLIREN,2017.0,0.0
REGION,MLIHYDSSP00X,MLIREN,2018.0,0.0
REGION,MLIHYDSSP00X,MLIREN,2019.0,0.0
REGION,MLIHYDSSP00X,MLIREN,2020.0,0.0
REGION,MLIHYDSSP00X,MLIREN,2021.0,-1.3811
REGION,MLIHYDSSP00X,MLIREN,2022.0,-0.6692
REGION,MLIHYDSSP00X,MLIREN,2023.0,-0.4319
REGION,MLIHYDSSP00X,MLIREN,2024.0,-0.3132
REGION,MLIHYDSSP00X,MLIREN,2025.0,-0.242
REGION,MLIHYDSSP00X,MLIREN,2026.0,-0.1946
REGION,MLIHYDSSP00X,MLIREN,2027.0,-0.1607
REGION,MLIHYDSSP00X,MLIREN,2028.0,-0.1353
REGION,MLIHYDSSP00X,MLIREN,2029.0,-0.1155
REGION,MLIHYDSSP00X,MLIREN,2030.0,-0.0997
REGION,MLIHYDSSP00X,MLIREN,2031.0,-0.0997
REGION,MLIHYDSSP00X,MLIREN,2032.0,-0.0997
REGION,MLIHYDSSP00X,MLIREN,2033.0,-0.0997
REGION,MLIHYDSSP00X,MLIREN,2034.0,-0.0997
REGION,MLIHYDSSP00X,MLIREN,2035.0,-0.0997
REGION,MLIHYDSSP00X,MLIREN,2036.0,-0.0997
REGION,MLIHYDSSP00X,MLIREN,2037.0,-0.0997
REGION,MLIHYDSSP00X,MLIREN,2038.0,-0.0997
REGION,MLIHYDSSP00X,MLIREN,2039.0,-0.0997
REGION,MLIHYDSSP00X,MLIREN,2040.0,-0.0997
REGION,MLILFOMGRID1,MLICO2,2040.0,0.0
REGION,MLILFORCP00X,MLICO2,2015.0,0.3663
REGION,MLILFORCP00X,MLICO2,2016.0,0.7326
REGION,MLILFORCP00X,MLICO2,2017.0,1.099
REGION,MLILFORCP00X,MLICO2,2018.0,1.4653
REGION,MLILFORCP00X,MLICO2,2019.0,1.8316
REGION,MLILFORCP00X,MLICO2,2020.0,0.0683
REGION,MLILFORCP00X,MLICO2,2021.0,0.0688
REGION,MLILFORCP00X,MLICO2,2022.0,0.0693
REGION,MLILFORCP00X,MLICO2,2023.0,0.0697
REGION,MLILFORCP00X,MLICO2,2024.0,0.0701
REGION,MLILFORCP00X,MLICO2,2025.0,0.0712
REGION,MLILFORCP00X,MLICO2,2026.0,0.0724
REGION,MLILFORCP00X,MLICO2,2027.0,0.0542
REGION,MLILFORCP00X,MLICO2,2028.0,0.021
REGION,MLILFORCP00X,MLICO2,2040.0,0.0
REGION,MLILFORCP00X,MLIREN,2015.0,0.0
REGION,MLILFORCP00X,MLIREN,2016.0,0.0
REGION,MLILFORCP00X,MLIREN,2017.0,0.0
REGION,MLILFORCP00X,MLIREN,2018.0,0.0
REGION,MLILFORCP00X,MLIREN,2019.0,0.0
REGION,MLILFORCP00X,MLIREN,2020.0,0.0
REGION,MLILFORCP00X,MLIREN,2021.0,0.3518
REGION,MLILFORCP00X,MLIREN,2022.0,0.3542
REGION,MLILFORCP00X,MLIREN,2023.0,0.3564
REGION,MLILFORCP00X,MLIREN,2024.0,0.3584
REGION,MLILFORCP00X,MLIREN,2025.0,0.3642
REGION,MLILFORCP00X,MLIREN,2026.0,0.37
REGION,MLILFORCP00X,MLIREN,2027.0,0.2769
REGION,MLILFORCP00X,MLIREN,2028.0,0.1073
REGION,MLILFORCP00X,MLIREN,2040.0,0.0
REGION,MLILFORCP01N,MLICO2,2040.0,0.0
REGION,MLILFORCP01N,MLIREN,2040.0,0.0
REGION,MLILFORCP01O,MLICO2,2015.0,0.8928
REGION,MLILFORCP01O,MLICO2,2016.0,0.8928
REGION,MLILFORCP01O,MLICO2,2017.0,0.8928
REGION,MLILFORCP01O,MLICO2,2018.0,0.8928
REGION,MLILFORCP01O,MLICO2,2019.0,0.8928
REGION,MLILFORCP01O,MLICO2,2020.0,0.1786
REGION,MLILFORCP01O,MLICO2,2021.0,0.1696
REGION,MLILFORCP01O,MLICO2,2022.0,0.1607
REGION,MLILFORCP01O,MLICO2,2023.0,0.1518
REGION,MLILFORCP01O,MLICO2,2024.0,0.1429
REGION,MLILFORCP01O,MLICO2,2025.0,0.1339
REGION,MLILFORCP01O,MLICO2,2026.0,0.125
REGION,MLILFORCP01O,MLICO2,2027.0,0.1161
REGION,MLILFORCP01O,MLICO2,2028.0,0.1071
REGION,MLILFORCP01O,MLICO2,2029.0,0.0982
REGION,MLILFORCP01O,MLICO2,2030.0,0.0893
REGION,MLILFORCP01O,MLICO2,2031.0,0.0804
REGION,MLILFORCP01O,MLICO2,2032.0,0.0714
REGION,MLILFORCP01O,MLICO2,2033.0,0.0625
REGION,MLILFORCP01O,MLICO2,2034.0,0.0536
REGION,MLILFORCP01O,MLICO2,2035.0,0.0446
REGION,MLILFORCP01O,MLICO2,2036.0,0.0357
REGION,MLILFORCP01O,MLICO2,2037.0,0.0268
REGION,MLILFORCP01O,MLICO2,2038.0,0.0179
REGION,MLILFORCP01O,MLICO2,2039.0,0.0089
REGION,MLILFORCP01O,MLICO2,2040.0,0.0
REGION,MLILFORCP01O,MLIREN,2015.0,0.0
REGION,MLILFORCP01O,MLIREN,2016.0,0.0
REGION,MLILFORCP01O,MLIREN,2017.0,0.0
REGION,MLILFORCP01O,MLIREN,2018.0,0.0
REGION,MLILFORCP01O,MLIREN,2019.0,0.0
REGION,MLILFORCP01O,MLIREN,2020.0,0.0
REGION,MLILFORCP01O,MLIREN,2021.0,0.9395
REGION,MLILFORCP01O,MLIREN,2022.0,0.8901
REGION,MLILFORCP01O,MLIREN,2023.0,0.8406
REGION,MLILFORCP01O,MLIREN,2024.0,0.7912
REGION,MLILFORCP01O,MLIREN,2025.0,0.7417
REGION,MLILFORCP01O,MLIREN,2026.0,0.6923
REGION,MLILFORCP01O,MLIREN,2027.0,0.6428
REGION,MLILFORCP01O,MLIREN,2028.0,0.5934
REGION,MLILFORCP01O,MLIREN,2029.0,0.5439
REGION,MLILFORCP01O,MLIREN,2030.0,0.4945
REGION,MLILFORCP01O,MLIREN,2031.0,0.445
REGION,MLILFORCP01O,MLIREN,2032.0,0.3956
REGION,MLILFORCP01O,MLIREN,2033.0,0.3461
REGION,MLILFORCP01O,MLIREN,2034.0,0.2967
REGION,MLILFORCP01O,MLIREN,2035.0,0.2472
REGION,MLILFORCP01O,MLIREN,2036.0,0.1978
REGION,MLILFORCP01O,MLIREN,2037.0,0.1483
REGION,MLILFORCP01O,MLIREN,2038.0,0.0989
REGION,MLILFORCP01O,MLIREN,2039.0,0.0494
REGION,MLILFORCP01O,MLIREN,2040.0,0.0
REGION,MLILFOSALON1,MLICO2,2040.0,0.0
REGION,MLINGACCC01N,MLICO2,2040.0,0.0
REGION,MLINGACCC01N,MLIREN,2040.0,0.0
REGION,MLINGACCP01N,MLICO2,2040.0,0.0
REGION,MLINGACCP01N,MLIREN,2040.0,0.0
REGION,MLINGACCP01O,MLICO2,2040.0,0.0
REGION,MLINGACCP01O,MLIREN,2040.0,0.0
REGION,MLINGAGCP01N,MLICO2,2040.0,0.0
REGION,MLINGAGCP01N,MLIREN,2040.0,0.0
REGION,MLINGAGCP01O,MLICO2,2040.0,0.0
REGION,MLINGAGCP01O,MLIREN,2040.0,0.0
REGION,MLISOLCNP01X,MLICO2,2040.0,0.0
REGION,MLISOLCNP01X,MLIREN,2040.0,0.0
REGION,MLISOLCSP01X,MLICO2,2040.0,0.0
REGION,MLISOLCSP01X,MLIREN,2040.0,0.0
REGION,MLISOLMGRID1,MLICO2,2040.0,0.0
REGION,MLISOLPRP00X,MLICO2,2020.0,0.0
REGION,MLISOLPRP00X,MLICO2,2021.0,0.0
REGION,MLISOLPRP00X,MLICO2,2022.0,0.0
REGION,MLISOLPRP00X,MLICO2,2023.0,0.0
REGION,MLISOLPRP00X,MLICO2,2024.0,0.0
REGION,MLISOLPRP00X,MLICO2,2025.0,0.0
REGION,MLISOLPRP00X,MLICO2,2026.0,0.0
REGION,MLISOLPRP00X,MLICO2,2027.0,0.0
REGION,MLISOLPRP00X,MLICO2,2028.0,0.0
REGION,MLISOLPRP00X,MLICO2,2029.0,0.0
REGION,MLISOLPRP00X,MLICO2,2030.0,0.0
REGION,MLISOLPRP00X,MLICO2,2031.0,0.0
REGION,MLISOLPRP00X,MLICO2,2032.0,0.0
REGION,MLISOLPRP00X,MLICO2,2033.0,0.0
REGION,MLISOLPRP00X,MLICO2,2034.0,0.0
REGION,MLISOLPRP00X,MLICO2,2035.0,0.0
REGION,MLISOLPRP00X,MLICO2,2036.0,0.0
REGION,MLISOLPRP00X,MLICO2,2037.0,0.0
REGION,MLISOLPRP00X,MLICO2,2038.0,0.0
REGION,MLISOLPRP00X,MLICO2,2039.0,0.0
REGION,MLISOLPRP00X,MLICO2,2040.0,0.0
REGION,MLISOLPRP00X,MLIREN,2020.0,0.0
REGION,MLISOLPRP00X,MLIREN,2021.0,-75.207
REGION,MLISOLPRP00X,MLIREN,2022.0,-42.7826
REGION,MLISOLPRP00X,MLIREN,2023.0,-31.2878
REGION,MLISOLPRP00X,MLIREN,2024.0,-25.1101
REGION,MLISOLPRP00X,MLIREN,2025.0,-25.2634
REGION,MLISOLPRP00X,MLIREN,2026.0,-25.0826
REGION,MLISOLPRP00X,MLIREN,2027.0,-22.4691
REGION,MLISOLPRP00X,MLIREN,2028.0,-18.9139
REGION,MLISOLPRP00X,MLIREN,2029.0,-16.1487
REGION,MLISOLPRP00X,MLIREN,2030.0,-13.9365
REGION,MLISOLPRP00X,MLIREN,2031.0,-16.7843
