r,t,f,y,UseByTechnologyAnnual
REGION,COGBIOCHP01O,COGBIO,2040.0,0.0
REGION,COGBIODIP00X,COGBIO,2015.0,52.8823
REGION,COGBIODIP00X,COGBIO,2016.0,54.5907
REGION,COGBIODIP00X,COGBIO,2017.0,56.4074
REGION,COGBIODIP00X,COGBIO,2018.0,57.8555
REGION,COGBIODIP00X,COGBIO,2019.0,60.6226
REGION,COGBIODIP00X,COGBIO,2020.0,62.7266
REGION,COGBIODIP00X,COGBIO,2021.0,60.4592
REGION,COGBIODIP00X,COGBIO,2022.0,68.4486
REGION,COGBIODIP00X,COGBIO,2023.0,76.5754
REGION,COGBIODIP00X,COGBIO,2024.0,84.8616
REGION,COGBIODIP00X,COGBIO,2025.0,93.339
REGION,COGBIODIP00X,COGBIO,2026.0,100.2625
REGION,COGBIODIP00X,COGBIO,2027.0,107.405
REGION,COGBIODIP00X,COGBIO,2028.0,114.7564
REGION,COGBIODIP00X,COGBIO,2029.0,122.3176
REGION,COGBIODIP00X,COGBIO,2030.0,130.0827
REGION,COGBIODIP00X,COGBIO,2031.0,138.7702
REGION,COGBIODIP00X,COGBIO,2032.0,147.657
REGION,COGBIODIP00X,COGBIO,2033.0,156.7387
REGION,COGBIODIP00X,COGBIO,2034.0,166.0075
REGION,COGBIODIP00X,COGBIO,2035.0,175.4519
REGION,COGBIODIP00X,COGBIO,2036.0,185.8962
REGION,COGBIODIP00X,COGBIO,2037.0,196.4988
REGION,COGBIODIP00X,COGBIO,2038.0,207.254
REGION,COGBIODIP00X,COGBIO,2039.0,218.1543
REGION,COGBIODIP00X,COGBIO,2040.0,229.1922
REGION,COGCO1DIP00X,COGCO1,2040.0,0.0
REGION,COGCO1EXP00X,COGCO1,2015.0,509.1398
REGION,COGCO1EXP00X,COGCO1,2016.0,499.2332
REGION,COGCO1EXP00X,COGCO1,2017.0,576.2845
REGION,COGCO1EXP00X,COGCO1,2018.0,562.1837
REGION,COGCO1EXP00X,COGCO1,2019.0,562.1837
REGION,COGCO1EXP00X,COGCO1,2020.0,562.1837
REGION,COGCO1EXP00X,COGCO1,2021.0,562.1837
REGION,COGCO1EXP00X,COGCO1,2022.0,562.1837
REGION,COGCO1EXP00X,COGCO1,2023.0,562.1837
REGION,COGCO1EXP00X,COGCO1,2024.0,562.1837
REGION,COGCO1EXP00X,COGCO1,2025.0,562.1837
REGION,COGCO1EXP00X,COGCO1,2026.0,562.1837
REGION,COGCO1EXP00X,COGCO1,2027.0,562.1837
REGION,COGCO1EXP00X,COGCO1,2028.0,562.1837
REGION,COGCO1EXP00X,COGCO1,2029.0,562.1837
REGION,COGCO1EXP00X,COGCO1,2030.0,562.1837
REGION,COGCO1EXP00X,COGCO1,2031.0,562.1837
REGION,COGCO1EXP00X,COGCO1,2040.0,0.0
REGION,COGCO1R1P00X,COGCO2,2015.0,46.4331
REGION,COGCO1R1P00X,COGCO2,2016.0,45.3139
REGION,COGCO1R1P00X,COGCO2,2017.0,46.4331
REGION,COGCO1R1P00X,COGCO2,2018.0,44.7858
REGION,COGCO1R1P00X,COGCO2,2019.0,46.4331
REGION,COGCO1R1P00X,COGCO2,2020.0,44.911
REGION,COGCO1R1P00X,COGCO2,2021.0,42.5306
REGION,COGCO1R1P00X,COGCO2,2040.0,0.0
REGION,COGCO1R2P00X,COGCO2,2040.0,0.0
REGION,COGCO1RCP00X,COGCO1,2015.0,46.9021
REGION,COGCO1RCP00X,COGCO1,2016.0,45.7717
REGION,COGCO1RCP00X,COGCO1,2017.0,46.9021
REGION,COGCO1RCP00X,COGCO1,2018.0,45.2382
REGION,COGCO1RCP00X,COGCO1,2019.0,46.9021
REGION,COGCO1RCP00X,COGCO1,2020.0,45.3647
REGION,COGCO1RCP00X,COGCO1,2021.0,42.9602
REGION,COGCO1RCP00X,COGCO1,2040.0,0.0
REGION,COGCOADIP00X,COGCOA,2040.0,0.0
REGION,COGCOASCC01N,COGCOA,2040.0,0.0
REGION,COGCOASCP01N,COGCOA,2040.0,0.0
REGION,COGCOASCP01O,COGCOA,2040.0,0.0
REGION,COGEL1TRP00X,COGEL1,2015.0,7.9992
REGION,COGEL1TRP00X,COGEL1,2016.0,7.9992
REGION,COGEL1TRP00X,COGEL1,2017.0,8.117
REGION,COGEL1TRP00X,COGEL1,2018.0,8.117
REGION,COGEL1TRP00X,COGEL1,2019.0,9.2105
REGION,COGEL1TRP00X,COGEL1,2020.0,10.4865
REGION,COGEL1TRP00X,COGEL1,2021.0,11.1496
REGION,COGEL1TRP00X,COGEL1,2022.0,11.9817
REGION,COGEL1TRP00X,COGEL1,2023.0,12.8382
REGION,COGEL1TRP00X,COGEL1,2024.0,13.6208
REGION,COGEL1TRP00X,COGEL1,2025.0,14.2848
REGION,COGEL1TRP00X,COGEL1,2026.0,15.8762
REGION,COGEL1TRP00X,COGEL1,2027.0,16.6391
REGION,COGEL1TRP00X,COGEL1,2028.0,17.0835
REGION,COGEL1TRP00X,COGEL1,2029.0,17.5368
REGION,COGEL1TRP00X,COGEL1,2030.0,17.5493
REGION,COGEL1TRP00X,COGEL1,2031.0,18.5478
REGION,COGEL1TRP00X,COGEL1,2032.0,19.231
REGION,COGEL1TRP00X,COGEL1,2033.0,19.9563
REGION,COGEL1TRP00X,COGEL1,2034.0,20.7241
REGION,COGEL1TRP00X,COGEL1,2035.0,21.5349
REGION,COGEL1TRP00X,COGEL1,2036.0,21.9349
REGION,COGEL1TRP00X,COGEL1,2037.0,22.3311
REGION,COGEL1TRP00X,COGEL1,2038.0,22.6638
REGION,COGEL1TRP00X,COGEL1,2039.0,23.0143
REGION,COGEL1TRP00X,COGEL1,2040.0,23.1741
REGION,COGEL2DIP00X,COGEL2,2015.0,7.5993
REGION,COGEL2DIP00X,COGEL2,2016.0,7.5993
REGION,COGEL2DIP00X,COGEL2,2017.0,7.7111
REGION,COGEL2DIP00X,COGEL2,2018.0,7.7111
REGION,COGEL2DIP00X,COGEL2,2019.0,8.75
REGION,COGEL2DIP00X,COGEL2,2020.0,9.9622
REGION,COGEL2DIP00X,COGEL2,2021.0,9.4188
REGION,COGEL2DIP00X,COGEL2,2022.0,9.0361
REGION,COGEL2DIP00X,COGEL2,2023.0,8.6764
REGION,COGEL2DIP00X,COGEL2,2024.0,8.2466
REGION,COGEL2DIP00X,COGEL2,2025.0,7.7042
REGION,COGEL2DIP00X,COGEL2,2026.0,8.0427
REGION,COGEL2DIP00X,COGEL2,2027.0,8.434
REGION,COGEL2DIP00X,COGEL2,2028.0,8.5228
REGION,COGEL2DIP00X,COGEL2,2029.0,8.62
REGION,COGEL2DIP00X,COGEL2,2030.0,8.2985
REGION,COGEL2DIP00X,COGEL2,2031.0,8.8009
REGION,COGEL2DIP00X,COGEL2,2032.0,8.9799
REGION,COGEL2DIP00X,COGEL2,2033.0,9.1739
REGION,COGEL2DIP00X,COGEL2,2034.0,9.382
REGION,COGEL2DIP00X,COGEL2,2035.0,9.6031
REGION,COGEL2DIP00X,COGEL2,2036.0,9.4047
REGION,COGEL2DIP00X,COGEL2,2037.0,9.1719
REGION,COGEL2DIP00X,COGEL2,2038.0,8.8463
REGION,COGEL2DIP00X,COGEL2,2039.0,8.5033
REGION,COGEL2DIP00X,COGEL2,2040.0,7.9433
REGION,COGEL3DIP00X,COGEL2,2021.0,1.1733
REGION,COGEL3DIP00X,COGEL2,2022.0,2.3466
REGION,COGEL3DIP00X,COGEL2,2023.0,3.5198
REGION,COGEL3DIP00X,COGEL2,2024.0,4.6931
REGION,COGEL3DIP00X,COGEL2,2025.0,5.8664
REGION,COGEL3DIP00X,COGEL2,2026.0,7.0397
REGION,COGEL3DIP00X,COGEL2,2027.0,7.3731
REGION,COGEL3DIP00X,COGEL2,2028.0,7.7065
REGION,COGEL3DIP00X,COGEL2,2029.0,8.04
REGION,COGEL3DIP00X,COGEL2,2030.0,8.3734
REGION,COGEL3DIP00X,COGEL2,2031.0,8.8196
REGION,COGEL3DIP00X,COGEL2,2032.0,9.2895
REGION,COGEL3DIP00X,COGEL2,2033.0,9.7845
REGION,COGEL3DIP00X,COGEL2,2034.0,10.3059
REGION,COGEL3DIP00X,COGEL2,2035.0,10.855
REGION,COGEL3DIP00X,COGEL2,2036.0,11.4334
REGION,COGEL3DIP00X,COGEL2,2037.0,12.0427
REGION,COGEL3DIP00X,COGEL2,2038.0,12.6843
REGION,COGEL3DIP00X,COGEL2,2039.0,13.3602
REGION,COGEL3DIP00X,COGEL2,2040.0,14.0721
REGION,COGEL4DIP00X,COGEL3,2040.0,0.0
REGION,COGHFODIP00X,COGHFO,2015.0,0.2844
REGION,COGHFODIP00X,COGHFO,2016.0,0.2457
REGION,COGHFODIP00X,COGHFO,2017.0,0.2284
REGION,COGHFODIP00X,COGHFO,2018.0,0.2286
REGION,COGHFODIP00X,COGHFO,2019.0,0.228
REGION,COGHFODIP00X,COGHFO,2020.0,0.1994
REGION,COGHFODIP00X,COGHFO,2021.0,0.2796
REGION,COGHFODIP00X,COGHFO,2022.0,0.3788
REGION,COGHFODIP00X,COGHFO,2023.0,0.4783
REGION,COGHFODIP00X,COGHFO,2024.0,0.5781
REGION,COGHFODIP00X,COGHFO,2025.0,0.6782
REGION,COGHFODIP00X,COGHFO,2026.0,0.7357
REGION,COGHFODIP00X,COGHFO,2027.0,0.7936
REGION,COGHFODIP00X,COGHFO,2028.0,0.8519
REGION,COGHFODIP00X,COGHFO,2029.0,0.9106
REGION,COGHFODIP00X,COGHFO,2030.0,0.9697
REGION,COGHFODIP00X,COGHFO,2031.0,1.0393
REGION,COGHFODIP00X,COGHFO,2032.0,1.1093
REGION,COGHFODIP00X,COGHFO,2033.0,1.1796
REGION,COGHFODIP00X,COGHFO,2034.0,1.2503
REGION,COGHFODIP00X,COGHFO,2035.0,1.3212
REGION,COGHFODIP00X,COGHFO,2036.0,1.405
REGION,COGHFODIP00X,COGHFO,2037.0,1.489
REGION,COGHFODIP00X,COGHFO,2038.0,1.5734
REGION,COGHFODIP00X,COGHFO,2039.0,1.658
REGION,COGHFODIP00X,COGHFO,2040.0,1.7428
REGION,COGHFOEMP00X,COGHFO,2015.0,0.132
REGION,COGHFOEMP00X,COGHFO,2016.0,0.132
REGION,COGHFOEMP00X,COGHFO,2017.0,0.1391
REGION,COGHFOEMP00X,COGHFO,2018.0,0.1179
REGION,COGHFOEMP00X,COGHFO,2019.0,0.1179
REGION,COGHFOEMP00X,COGHFO,2020.0,0.1179
REGION,COGHFOEMP00X,COGHFO,2021.0,0.115
REGION,COGHFOEMP00X,COGHFO,2022.0,0.112
REGION,COGHFOEMP00X,COGHFO,2023.0,0.1091
REGION,COGHFOEMP00X,COGHFO,2024.0,0.1061
REGION,COGHFOEMP00X,COGHFO,2025.0,0.1032
REGION,COGHFOEMP00X,COGHFO,2026.0,0.1002
REGION,COGHFOEMP00X,COGHFO,2027.0,0.0973
REGION,COGHFOEMP00X,COGHFO,2028.0,0.0943
REGION,COGHFOEMP00X,COGHFO,2029.0,0.0914
REGION,COGHFOEMP00X,COGHFO,2030.0,0.0885
REGION,COGHFOEMP00X,COGHFO,2031.0,0.0862
REGION,COGHFOEMP00X,COGHFO,2032.0,0.084
REGION,COGHFOEMP00X,COGHFO,2033.0,0.0818
REGION,COGHFOEMP00X,COGHFO,2034.0,0.0796
REGION,COGHFOEMP00X,COGHFO,2035.0,0.0774
REGION,COGHFOEMP00X,COGHFO,2036.0,0.0752
REGION,COGHFOEMP00X,COGHFO,2037.0,0.073
REGION,COGHFOEMP00X,COGHFO,2038.0,0.0708
REGION,COGHFOEMP00X,COGHFO,2039.0,0.0686
REGION,COGHFOEMP00X,COGHFO,2040.0,0.0663
REGION,COGHFOGCP01N,COGHFO,2040.0,0.0
REGION,COGHFOGCP01O,COGHFO,2015.0,0.264
REGION,COGHFOGCP01O,COGHFO,2016.0,1.32
REGION,COGHFOGCP01O,COGHFO,2017.0,1.32
REGION,COGHFOGCP01O,COGHFO,2018.0,1.32
REGION,COGHFOGCP01O,COGHFO,2019.0,1.32
REGION,COGHFOGCP01O,COGHFO,2020.0,1.32
REGION,COGHFOGCP01O,COGHFO,2021.0,1.254
REGION,COGHFOGCP01O,COGHFO,2022.0,1.188
REGION,COGHFOGCP01O,COGHFO,2023.0,1.122
REGION,COGHFOGCP01O,COGHFO,2024.0,0.44
REGION,COGHFOGCP01O,COGHFO,2025.0,0.4125
REGION,COGHFOGCP01O,COGHFO,2026.0,0.385
REGION,COGHFOGCP01O,COGHFO,2027.0,0.3575
REGION,COGHFOGCP01O,COGHFO,2028.0,0.33
REGION,COGHFOGCP01O,COGHFO,2029.0,0.3025
REGION,COGHFOGCP01O,COGHFO,2030.0,0.275
REGION,COGHFOGCP01O,COGHFO,2031.0,0.2475
REGION,COGHFOGCP01O,COGHFO,2032.0,0.22
REGION,COGHFOGCP01O,COGHFO,2033.0,0.1925
REGION,COGHFOGCP01O,COGHFO,2034.0,0.165
REGION,COGHFOGCP01O,COGHFO,2035.0,0.1375
REGION,COGHFOGCP01O,COGHFO,2036.0,0.11
REGION,COGHFOGCP01O,COGHFO,2037.0,0.0617
REGION,COGHFOGCP01O,COGHFO,2038.0,0.0411
REGION,COGHFOGCP01O,COGHFO,2039.0,0.0132
REGION,COGHFOGCP01O,COGHFO,2040.0,0.0
REGION,COGLFODIP00X,COGLFO,2015.0,28.1516
REGION,COGLFODIP00X,COGLFO,2016.0,24.3212
REGION,COGLFODIP00X,COGLFO,2017.0,22.6154
REGION,COGLFODIP00X,COGLFO,2018.0,22.629
REGION,COGLFODIP00X,COGLFO,2019.0,22.5737
REGION,COGLFODIP00X,COGLFO,2020.0,19.7381
REGION,COGLFODIP00X,COGLFO,2021.0,27.683
REGION,COGLFODIP00X,COGLFO,2022.0,37.5047
REGION,COGLFODIP00X,COGLFO,2023.0,47.3516
REGION,COGLFODIP00X,COGLFO,2024.0,57.2276
REGION,COGLFODIP00X,COGLFO,2025.0,67.1385
REGION,COGLFODIP00X,COGLFO,2026.0,72.8337
REGION,COGLFODIP00X,COGLFO,2027.0,78.5689
REGION,COGLFODIP00X,COGLFO,2028.0,84.3423
REGION,COGLFODIP00X,COGLFO,2029.0,90.1541
REGION,COGLFODIP00X,COGLFO,2030.0,96.0032
REGION,COGLFODIP00X,COGLFO,2031.0,102.8925
REGION,COGLFODIP00X,COGLFO,2032.0,109.8183
REGION,COGLFODIP00X,COGLFO,2033.0,116.7797
REGION,COGLFODIP00X,COGLFO,2034.0,123.7753
REGION,COGLFODIP00X,COGLFO,2035.0,130.8031
REGION,COGLFODIP00X,COGLFO,2036.0,139.0943
REGION,COGLFODIP00X,COGLFO,2037.0,147.4145
REGION,COGLFODIP00X,COGLFO,2038.0,155.7626
REGION,COGLFODIP00X,COGLFO,2039.0,164.1372
REGION,COGLFODIP00X,COGLFO,2040.0,172.537
REGION,COGLFOEMP00X,COGLFO,2015.0,13.2115
REGION,COGLFOEMP00X,COGLFO,2016.0,13.2115
REGION,COGLFOEMP00X,COGLFO,2017.0,13.9234
REGION,COGLFOEMP00X,COGLFO,2018.0,11.8066
REGION,COGLFOEMP00X,COGLFO,2019.0,11.8066
REGION,COGLFOEMP00X,COGLFO,2020.0,11.8066
REGION,COGLFOEMP00X,COGLFO,2021.0,11.3838
REGION,COGLFOEMP00X,COGLFO,2022.0,11.0919
REGION,COGLFOEMP00X,COGLFO,2023.0,10.8
REGION,COGLFOEMP00X,COGLFO,2024.0,10.5081
REGION,COGLFOEMP00X,COGLFO,2025.0,10.2162
REGION,COGLFOEMP00X,COGLFO,2026.0,9.9243
REGION,COGLFOEMP00X,COGLFO,2027.0,9.6324
REGION,COGLFOEMP00X,COGLFO,2028.0,9.3405
REGION,COGLFOEMP00X,COGLFO,2029.0,9.0486
REGION,COGLFOEMP00X,COGLFO,2030.0,8.7567
REGION,COGLFOEMP00X,COGLFO,2031.0,8.5378
REGION,COGLFOEMP00X,COGLFO,2032.0,8.3189
REGION,COGLFOEMP00X,COGLFO,2033.0,8.1
REGION,COGLFOEMP00X,COGLFO,2034.0,7.8811
REGION,COGLFOEMP00X,COGLFO,2035.0,7.6621
REGION,COGLFOEMP00X,COGLFO,2036.0,7.4432
REGION,COGLFOEMP00X,COGLFO,2037.0,7.2243
REGION,COGLFOEMP00X,COGLFO,2038.0,7.0054
REGION,COGLFOEMP00X,COGLFO,2039.0,6.7865
REGION,COGLFOEMP00X,COGLFO,2040.0,6.5676
REGION,COGLFOMGRID1,COGLFO,2040.0,0.0
REGION,COGLFORCP00X,COGLFO,2015.0,4.132
REGION,COGLFORCP00X,COGLFO,2016.0,6.8545
REGION,COGLFORCP00X,COGLFO,2017.0,8.9563
REGION,COGLFORCP00X,COGLFO,2018.0,9.4288
REGION,COGLFORCP00X,COGLFO,2019.0,11.1149
REGION,COGLFORCP00X,COGLFO,2020.0,12.4436
REGION,COGLFORCP00X,COGLFO,2021.0,2.5885
REGION,COGLFORCP00X,COGLFO,2022.0,1.5559
REGION,COGLFORCP00X,COGLFO,2023.0,0.5786
REGION,COGLFORCP00X,COGLFO,2027.0,0.0056
REGION,COGLFORCP00X,COGLFO,2040.0,0.0
REGION,COGLFORCP01N,COGLFO,2040.0,0.0
REGION,COGLFORCP01O,COGLFO,2015.0,0.4737
REGION,COGLFORCP01O,COGLFO,2016.0,0.4737
REGION,COGLFORCP01O,COGLFO,2017.0,0.4737
REGION,COGLFORCP01O,COGLFO,2018.0,0.4737
REGION,COGLFORCP01O,COGLFO,2019.0,0.4737
REGION,COGLFORCP01O,COGLFO,2020.0,0.4737
REGION,COGLFORCP01O,COGLFO,2021.0,0.45
REGION,COGLFORCP01O,COGLFO,2022.0,0.4263
REGION,COGLFORCP01O,COGLFO,2023.0,0.4026
REGION,COGLFORCP01O,COGLFO,2024.0,0.3789
REGION,COGLFORCP01O,COGLFO,2025.0,0.3552
REGION,COGLFORCP01O,COGLFO,2026.0,0.3316
REGION,COGLFORCP01O,COGLFO,2027.0,0.3079
REGION,COGLFORCP01O,COGLFO,2028.0,0.2842
REGION,COGLFORCP01O,COGLFO,2029.0,0.2605
REGION,COGLFORCP01O,COGLFO,2030.0,0.2368
REGION,COGLFORCP01O,COGLFO,2031.0,0.2131
REGION,COGLFORCP01O,COGLFO,2032.0,0.1895
REGION,COGLFORCP01O,COGLFO,2033.0,0.1658
REGION,COGLFORCP01O,COGLFO,2034.0,0.1421
REGION,COGLFORCP01O,COGLFO,2035.0,0.1184
REGION,COGLFORCP01O,COGLFO,2036.0,0.0947
REGION,COGLFORCP01O,COGLFO,2037.0,0.071
REGION,COGLFORCP01O,COGLFO,2038.0,0.0474
REGION,COGLFORCP01O,COGLFO,2039.0,0.0237
REGION,COGLFORCP01O,COGLFO,2040.0,0.0
REGION,COGLFOSALON1,COGLFO,2040.0,0.0
REGION,COGLNGEXP00X,COGGAS,2025.0,25.0
REGION,COGLNGEXP00X,COGGAS,2026.0,25.0
REGION,COGLNGEXP00X,COGGAS,2027.0,25.0
REGION,COGLNGEXP00X,COGGAS,2028.0,25.0
REGION,COGLNGEXP00X,COGGAS,2029.0,25.0
REGION,COGLNGEXP00X,COGGAS,2030.0,25.0
REGION,COGLNGEXP00X,COGGAS,2031.0,25.0
REGION,COGLNGEXP00X,COGGAS,2032.0,25.0
REGION,COGLNGEXP00X,COGGAS,2033.0,25.0
REGION,COGLNGEXP00X,COGGAS,2034.0,25.0
REGION,COGLNGEXP00X,COGGAS,2035.0,25.0
REGION,COGLNGEXP00X,COGGAS,2036.0,25.0
REGION,COGLNGEXP00X,COGGAS,2037.0,25.0
REGION,COGLNGEXP00X,COGGAS,2038.0,25.0
REGION,COGLNGEXP00X,COGGAS,2039.0,25.0
REGION,COGLNGEXP00X,COGGAS,2040.0,25.0
REGION,COGNGACCC01N,COGGAS,2040.0,0.0
REGION,COGNGACCP01N,COGGAS,2020.0,5.4859
REGION,COGNGACCP01N,COGGAS,2021.0,6.8292
REGION,COGNGACCP01N,COGGAS,2022.0,8.4583
REGION,COGNGACCP01N,COGGAS,2023.0,11.2798
REGION,COGNGACCP01N,COGGAS,2024.0,13.4467
REGION,COGNGACCP01N,COGGAS,2025.0,14.5743
REGION,COGNGACCP01N,COGGAS,2026.0,17.1598
REGION,COGNGACCP01N,COGGAS,2027.0,18.3879
REGION,COGNGACCP01N,COGGAS,2028.0,19.2145
REGION,COGNGACCP01N,COGGAS,2029.0,20.1156
REGION,COGNGACCP01N,COGGAS,2030.0,20.504
REGION,COGNGACCP01N,COGGAS,2031.0,23.0827
REGION,COGNGACCP01N,COGGAS,2032.0,24.5927
REGION,COGNGACCP01N,COGGAS,2033.0,24.7814
REGION,COGNGACCP01N,COGGAS,2034.0,26.3203
REGION,COGNGACCP01N,COGGAS,2035.0,27.9439
REGION,COGNGACCP01N,COGGAS,2036.0,29.3552
REGION,COGNGACCP01N,COGGAS,2037.0,30.3321
REGION,COGNGACCP01N,COGGAS,2038.0,31.3253
REGION,COGNGACCP01N,COGGAS,2039.0,31.7819
REGION,COGNGACCP01N,COGGAS,2040.0,32.1121
REGION,COGNGACCP01O,COGGAS,2040.0,0.0
REGION,COGNGADIP00X,COGGAS,2040.0,0.0
REGION,COGNGAGCP01N,COGGAS,2040.0,0.0
REGION,COGNGAGCP01O,COGGAS,2015.0,7.6718
REGION,COGNGAGCP01O,COGGAS,2016.0,6.6992
REGION,COGNGAGCP01O,COGGAS,2017.0,6.6306
REGION,COGNGAGCP01O,COGGAS,2018.0,6.6306
REGION,COGNGAGCP01O,COGGAS,2019.0,9.5084
REGION,COGNGAGCP01O,COGGAS,2020.0,4.4931
REGION,COGNGAGCP01O,COGGAS,2021.0,4.2684
REGION,COGNGAGCP01O,COGGAS,2022.0,4.0438
REGION,COGNGAGCP01O,COGGAS,2023.0,3.8191
REGION,COGNGAGCP01O,COGGAS,2024.0,5.0521
REGION,COGNGAGCP01O,COGGAS,2025.0,5.1719
REGION,COGNGAGCP01O,COGGAS,2026.0,5.3975
REGION,COGNGAGCP01O,COGGAS,2027.0,5.0656
REGION,COGNGAGCP01O,COGGAS,2028.0,5.4315
REGION,COGNGAGCP01O,COGGAS,2029.0,4.7438
REGION,COGNGAGCP01O,COGGAS,2030.0,4.6803
REGION,COGNGAGCP01O,COGGAS,2031.0,3.8197
REGION,COGNGAGCP01O,COGGAS,2032.0,3.7442
REGION,COGNGAGCP01O,COGGAS,2033.0,3.2762
REGION,COGNGAGCP01O,COGGAS,2034.0,2.664
REGION,COGNGAGCP01O,COGGAS,2035.0,2.2025
REGION,COGNGAGCP01O,COGGAS,2036.0,1.0938
REGION,COGNGAGCP01O,COGGAS,2037.0,1.0502
REGION,COGNGAGCP01O,COGGAS,2038.0,0.6391
REGION,COGNGAGCP01O,COGGAS,2039.0,0.2247
REGION,COGNGAGCP01O,COGGAS,2040.0,0.0
REGION,COGSOLCNP01X,COGSOL,2040.0,0.0
REGION,COGSOLCSP01X,COGSOL,2040.0,0.0
REGION,COGSOLMGRID1,COGSOL,2040.0,0.0
REGION,COGSOLPRP00X,COGSOL,2015.0,0.0041
REGION,COGSOLPRP00X,COGSOL,2016.0,0.0041
REGION,COGSOLPRP00X,COGSOL,2017.0,0.0041
REGION,COGSOLPRP00X,COGSOL,2018.0,0.0041
REGION,COGSOLPRP00X,COGSOL,2019.0,0.0041
REGION,COGSOLPRP00X,COGSOL,2020.0,0.0039
REGION,COGSOLPRP00X,COGSOL,2021.0,0.0037
REGION,COGSOLPRP00X,COGSOL,2022.0,0.0035
REGION,COGSOLPRP00X,COGSOL,2023.0,0.0033
REGION,COGSOLPRP00X,COGSOL,2024.0,0.0031
REGION,COGSOLPRP00X,COGSOL,2025.0,0.0029
REGION,COGSOLPRP00X,COGSOL,2026.0,0.0027
REGION,COGSOLPRP00X,COGSOL,2027.0,0.0024
REGION,COGSOLPRP00X,COGSOL,2028.0,0.0022
REGION,COGSOLPRP00X,COGSOL,2029.0,0.002
REGION,COGSOLPRP00X,COGSOL,2030.0,0.0018
REGION,COGSOLPRP00X,COGSOL,2031.0,0.0016
REGION,COGSOLPRP00X,COGSOL,2032.0,0.2135
REGION,COGSOLPRP00X,COGSOL,2033.0,0.4446
REGION,COGSOLPRP00X,COGSOL,2034.0,0.694
REGION,COGSOLPRP00X,COGSOL,2035.0,0.9607
REGION,COGSOLPRP00X,COGSOL,2036.0,1.4187
REGION,COGSOLPRP00X,COGSOL,2037.0,1.842
REGION,COGSOLPRP00X,COGSOL,2038.0,2.0856
REGION,COGSOLPRP00X,COGSOL,2039.0,2.3451
REGION,COGSOLPRP00X,COGSOL,2040.0,2.969
REGION,COGSOLPRSAL1,COGSOL,2040.0,0.0
REGION,COGSOLPRSAL2,COGSOL,2040.0,0.0
REGION,COGSOLPRSAL3,COGSOL,2040.0,0.0
REGION,COGSOLPRSAL4,COGSOL,2040.0,0.0
REGION,COGSOLPRSAL5,COGSOL,2040.0,0.0
REGION,COGSOLPSP00X,COGSOL,2028.0,0.2013
REGION,COGSOLPSP00X,COGSOL,2029.0,0.4272
REGION,COGSOLPSP00X,COGSOL,2030.0,0.9206
REGION,COGSOLPSP00X,COGSOL,2031.0,0.9206
REGION,COGSOLPSP00X,COGSOL,2032.0,0.9206
REGION,COGSOLPSP00X,COGSOL,2033.0,0.9206
REGION,COGSOLPSP00X,COGSOL,2034.0,0.9206
REGION,COGSOLPSP00X,COGSOL,2035.0,0.9206
REGION,COGSOLPSP00X,COGSOL,2036.0,0.9206
REGION,COGSOLPSP00X,COGSOL,2037.0,0.9993
REGION,COGSOLPSP00X,COGSOL,2038.0,1.3353
REGION,COGSOLPSP00X,COGSOL,2039.0,1.6882
REGION,COGSOLPSP00X,COGSOL,2040.0,1.8261
REGION,COGSOLPUP00X,COGSOL,2040.0,0.0
REGION,COGURNPWP01N,COGURN,2040.0,0.0
REGION,COGURNPWP01O,COGURN,2040.0,0.0
REGION,COGWINMGRID1,COGWIN,2040.0,0.0
REGION,COGWINOFP00X,COGWIN,2040.0,0.0
REGION,COGWINONP00X,COGWIN,2040.0,0.0
REGION,DJIBIOCHC01N,DJIBIO,2040.0,0.0
REGION,DJIBIOCHP01N,DJIBIO,2040.0,0.0
REGION,DJIBIOCHP01O,DJIBIO,2040.0,0.0
REGION,DJIBIODIP00X,DJIBIO,2015.0,0.7039
REGION,DJIBIODIP00X,DJIBIO,2016.0,0.7351
REGION,DJIBIODIP00X,DJIBIO,2017.0,0.7063
REGION,DJIBIODIP00X,DJIBIO,2018.0,0.7242
REGION,DJIBIODIP00X,DJIBIO,2019.0,0.7988
REGION,DJIBIODIP00X,DJIBIO,2020.0,0.7746
REGION,DJIBIODIP00X,DJIBIO,2021.0,0.8355
REGION,DJIBIODIP00X,DJIBIO,2022.0,0.9008
REGION,DJIBIODIP00X,DJIBIO,2023.0,0.9705
REGION,DJIBIODIP00X,DJIBIO,2024.0,1.0449
REGION,DJIBIODIP00X,DJIBIO,2025.0,1.1438
REGION,DJIBIODIP00X,DJIBIO,2026.0,1.251
REGION,DJIBIODIP00X,DJIBIO,2027.0,1.3671
REGION,DJIBIODIP00X,DJIBIO,2028.0,1.4928
REGION,DJIBIODIP00X,DJIBIO,2029.0,1.6288
REGION,DJIBIODIP00X,DJIBIO,2030.0,1.778
REGION,DJIBIODIP00X,DJIBIO,2031.0,1.9395
REGION,DJIBIODIP00X,DJIBIO,2032.0,2.1141
REGION,DJIBIODIP00X,DJIBIO,2033.0,2.3025
REGION,DJIBIODIP00X,DJIBIO,2034.0,2.5056
REGION,DJIBIODIP00X,DJIBIO,2035.0,2.7249
REGION,DJIBIODIP00X,DJIBIO,2036.0,2.9606
REGION,DJIBIODIP00X,DJIBIO,2037.0,3.2137
REGION,DJIBIODIP00X,DJIBIO,2038.0,3.485
