Country,y,f,Total annual production (GWh),Source,Scenario,Carbon Price
GHA,2020.0,BIO,26.277777798800003,Biomass,Bottom-up,No
GHA,2020.0,HFO,3698.5833362922,Heavy Fuel Oil,Bottom-up,No
GHA,2020.0,HYD,6574.3888941484,Hydropower,Bottom-up,No
GHA,2020.0,LFO,322.3888891468,Light Fuel Oil,Bottom-up,No
GHA,2020.0,NGA,9294.6944518802,Natural Gas,Bottom-up,No
GHA,2020.0,SOL,26.111111132,Solar,Bottom-up,No
GHA,2020.0,WIN,460.833333702,Wind,Bottom-up,No
GHA,2021.0,BIO,1473.7500011790005,Biomass,Bottom-up,No
GHA,2021.0,HFO,6394.5555606712,Heavy Fuel Oil,Bottom-up,No
GHA,2021.0,HYD,6574.3888941484,Hydropower,Bottom-up,No
GHA,2021.0,LFO,368.7222225172,Light Fuel Oil,Bottom-up,No
GHA,2021.0,NGA,9089.3611183826,Natural Gas,Bottom-up,No
GHA,2021.0,SOL,24.722222242,Solar,Bottom-up,No
GHA,2021.0,WIN,460.833333702,Wind,Bottom-up,No
GHA,2022.0,BIO,1772.1111125288005,Biomass,Bottom-up,No
GHA,2022.0,HFO,6305.277782822,Heavy Fuel Oil,Bottom-up,No
GHA,2022.0,HYD,6574.3888941484,Hydropower,Bottom-up,No
GHA,2022.0,Imports (BEN),3486.2222250112,Imports (BEN),Bottom-up,No
GHA,2022.0,LFO,354.3888891724,Light Fuel Oil,Bottom-up,No
GHA,2022.0,NGA,9886.388896798,Natural Gas,Bottom-up,No
GHA,2022.0,SOL,23.3611111298,Solar,Bottom-up,No
GHA,2022.0,WIN,460.833333702,Wind,Bottom-up,No
GHA,2023.0,BIO,1943.4166682214,Biomass,Bottom-up,No
GHA,2023.0,HFO,6216.0277827506,Heavy Fuel Oil,Bottom-up,No
GHA,2023.0,HYD,7956.305561920601,Hydropower,Bottom-up,No
GHA,2023.0,Imports (BEN),2365.7777796704,Imports (BEN),Bottom-up,No
GHA,2023.0,LFO,340.0555558276,Light Fuel Oil,Bottom-up,No
GHA,2023.0,NGA,9681.0555633004,Natural Gas,Bottom-up,No
GHA,2023.0,SOL,21.9722222398,Solar,Bottom-up,No
GHA,2023.0,WIN,460.833333702,Wind,Bottom-up,No
GHA,2024.0,BIO,2111.5000016892,Biomass,Bottom-up,No
GHA,2024.0,HFO,6126.777782679199,Heavy Fuel Oil,Bottom-up,No
GHA,2024.0,HYD,9903.166674589202,Hydropower,Bottom-up,No
GHA,2024.0,Imports (BEN),3656.0555584804,Imports (BEN),Bottom-up,No
